    2       1.593179279445e-10       7.366845488856e-15       5.006592604132e-13       0.000000000000e+00       8.595246777263e-09       5.030257520140e-10      -2.515236491070e-12       3.894466550576e-09 
    3       1.497019476197e-10       1.243741985255e-14       6.317864364484e-13       0.000000000000e+00       5.331608890546e-09       3.587842881539e-10      -2.212488081855e-12       2.127538473595e-09 
    4       1.402396608121e-10       1.446407694985e-14       6.549804643527e-13       0.000000000000e+00       3.716587205843e-09       2.727982531929e-10      -1.761656801438e-12       1.346870179269e-09 
    5       1.326948742854e-10       1.331453553829e-14       6.142078142161e-13       0.000000000000e+00       2.776828190648e-09       2.162777015574e-10      -1.303832703035e-12       9.280485484992e-10 
    6       1.270232158408e-10       1.021962439505e-14       5.407360188032e-13       0.000000000000e+00       2.170547341384e-09       1.764802939227e-10      -8.869170380762e-13       6.748782562695e-10 
    7       1.228849905614e-10       6.736272529444e-15       4.561532471687e-13       0.000000000000e+00       1.751251015109e-09       1.470996876908e-10      -5.354411687606e-13       5.099325176686e-10 
    8       1.200155628135e-10       3.964476181476e-15       3.734633021049e-13       0.000000000000e+00       1.446767364463e-09       1.246893157025e-10      -2.602117514219e-13       3.965677693653e-10 
    9       1.180817403295e-10       2.295254409919e-15       3.004093416186e-13       0.000000000000e+00       1.218150867542e-09       1.071791839659e-10      -6.265919926915e-14       3.154440370713e-10 
   10       1.169186444602e-10       1.558797958685e-15       2.412578253092e-13       0.000000000000e+00       1.041727468731e-09       9.319929668915e-11       6.288791839509e-14       2.555267789748e-10 
   11       1.163250128826e-10       1.345179355470e-15       1.977200358483e-13       0.000000000000e+00       8.780368722050e-10       8.202034073060e-11       1.264306478754e-13       2.101299243877e-10 
   12       1.161523436574e-10       1.286822695469e-15       1.696343814803e-13       0.000000000000e+00       7.673167005986e-10       7.251303141819e-11       1.430850886236e-13       1.750040090417e-10 
   13       1.163759562558e-10       1.194152646947e-15       1.552474839902e-13       0.000000000000e+00       6.764054420839e-10       6.459465140418e-11       1.264939941599e-13       1.473411686581e-10 
   14       1.168974534379e-10       1.046416568641e-15       1.516821368227e-13       0.000000000000e+00       6.007634702658e-10       5.808881072139e-11       9.055095261083e-14       1.252252510258e-10 
   15       1.176115246924e-10       9.059498239036e-16       1.557530120291e-13       0.000000000000e+00       5.370961837872e-10       5.248645120439e-11       4.667117184377e-14       1.073125085051e-10 
   16       1.185290083517e-10       8.319236511150e-16       1.644136202033e-13       0.000000000000e+00       4.829570693010e-10       4.761352024489e-11       4.143759362441e-15       9.263835858185e-11 
   17       1.196061484155e-10       8.378711359610e-16       1.750093862116e-13       0.000000000000e+00       4.365099352655e-10       4.340890423341e-11      -3.062917016682e-14       8.049625171021e-11 
   18       1.208140926062e-10       8.937510323936e-16       1.856729905156e-13       0.000000000000e+00       3.961934109425e-10       3.975125207916e-11      -5.423806169749e-14       7.031731645963e-11 
   19       1.221564125613e-10       9.672650231326e-16       1.954421271015e-13       0.000000000000e+00       3.613696400981e-10       3.657524615272e-11      -6.598885939875e-14       6.182887769805e-11 
   20       1.235819977711e-10       1.026669268221e-15       2.035638593734e-13       0.000000000000e+00       3.306971970376e-10       3.375095279209e-11      -6.695721454960e-14       5.459352962267e-11 
   21       1.250953890601e-10       1.077151630573e-15       2.100841297408e-13       0.000000000000e+00       3.036948427123e-10       3.122192519851e-11      -5.944579375626e-14       4.842952225308e-11 
   22       1.266848197234e-10       1.139102482890e-15       2.154213143829e-13       0.000000000000e+00       2.797169302817e-10       2.892126123009e-11      -4.692743702476e-14       4.312623788383e-11 
   23       1.283477600421e-10       1.231424629830e-15       2.200680912478e-13       0.000000000000e+00       2.584341308868e-10       2.685249625982e-11      -3.233831875522e-14       3.856654268234e-11 
   24       1.300641815242e-10       1.371107358476e-15       2.246003006457e-13       0.000000000000e+00       2.393546879031e-10       2.501485958462e-11      -1.870883717413e-14       3.460040831720e-11 
   25       1.318459986317e-10       1.557343168780e-15       2.294506059388e-13       0.000000000000e+00       2.222541502527e-10       2.338465627059e-11      -7.840466611591e-15       3.115200484241e-11 
   26       1.336955872687e-10       1.782137169561e-15       2.349672190814e-13       0.000000000000e+00       2.068230427874e-10       2.191258578711e-11      -1.035870313861e-15       2.813034459067e-11 
   27       1.355979048273e-10       2.039431745385e-15       2.411561331568e-13       0.000000000000e+00       1.928772303008e-10       2.056626958871e-11       1.502315981290e-15       2.547704645774e-11 
   28       1.375243546197e-10       2.323581789625e-15       2.478419055078e-13       0.000000000000e+00       1.801774618305e-10       1.931205914456e-11       1.640577560387e-16       2.312408917608e-11 
   29       1.394849148885e-10       2.634229658047e-15       2.547038874742e-13       0.000000000000e+00       1.686588905872e-10       1.815349092027e-11      -4.126900213437e-15       2.104813851524e-11 
   30       1.414907846873e-10       2.972545754498e-15       2.612795025623e-13       0.000000000000e+00       1.581973550986e-10       1.709803963512e-11      -9.959607005118e-15       1.921636807042e-11 
   31       1.435421994013e-10       3.339085813997e-15       2.670290629681e-13       0.000000000000e+00       1.485790132458e-10       1.614376656781e-11      -1.572153918471e-14       1.757773997411e-11 
   32       1.456424521511e-10       3.731753205135e-15       2.715728417320e-13       0.000000000000e+00       1.397544788198e-10       1.528235340970e-11      -2.058009006147e-14       1.611534133916e-11 
   33       1.477862956988e-10       4.146974175712e-15       2.745324678844e-13       0.000000000000e+00       1.316619283159e-10       1.449521084859e-11      -2.384480099127e-14       1.481019891212e-11 
   34       1.499611011295e-10       4.581734741940e-15       2.755512336112e-13       0.000000000000e+00       1.241886943061e-10       1.375854791011e-11      -2.490904159003e-14       1.363382503461e-11 
