# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   95       3.389102159587e-10       9.441684780621e-14      -2.655623939533e-12       4.303527938279e-16       1.251759517188e-11       1.852514727941e-12      -9.533461569005e-15 
   96       3.429728490470e-10       9.649594332812e-14      -2.743570409919e-12       4.395356350450e-16       1.218490901762e-11       1.813613900028e-12      -9.262257121589e-15 
   97       3.470646494843e-10       9.856549152523e-14      -2.831990367012e-12       4.488204970075e-16       1.186393463422e-11       1.775917049411e-12      -8.988790265975e-15 
   98       3.511853721619e-10       1.006234048531e-13      -2.920802067046e-12       4.582083111445e-16       1.155441052109e-11       1.739408363554e-12      -8.716394752400e-15 
   99       3.553345997706e-10       1.026675495372e-13      -3.009920876014e-12       4.677000688835e-16       1.125595715323e-11       1.704059523111e-12      -8.448643316181e-15 
  100       3.595117358102e-10       1.046957454916e-13      -3.099259242710e-12       4.772968230851e-16       1.096807292314e-11       1.669829257198e-12      -8.189353224643e-15 
  101       3.637159976004e-10       1.067057662368e-13      -3.188726671764e-12       4.869996894776e-16       1.069013008263e-11       1.636662898659e-12      -7.942591824060e-15 
  102       3.679464092904e-10       1.086953388184e-13      -3.278229696688e-12       4.968098480912e-16       1.042137068461e-11       1.604491939342e-12      -7.712682086586e-15 
  103       3.722017948691e-10       1.106621437253e-13      -3.367671852911e-12       5.067285446926e-16       1.016090252500e-11       1.573233585365e-12      -7.504208157189e-15 
  104       3.764810169192e-10       1.126039227496e-13      -3.456959810194e-12       5.167569656847e-16       9.907901725421e-12       1.542810122060e-12      -7.320956361812e-15 
  105       3.807837446635e-10       1.145188193352e-13      -3.546022771378e-12       5.268958404678e-16       9.662260388869e-12       1.513210945895e-12      -7.162563362776e-15 
  106       3.851097771224e-10       1.164050842667e-13      -3.634795656059e-12       5.371457877874e-16       9.424019274604e-12       1.484438122069e-12      -7.027423451252e-15 
  107       3.894588023972e-10       1.182609729254e-13      -3.723213215460e-12       5.475074375159e-16       9.193167204016e-12       1.456487098820e-12      -6.913706575853e-15 
  108       3.938303933811e-10       1.200847463935e-13      -3.811210073158e-12       5.579814306968e-16       8.969639273241e-12       1.429346480389e-12      -6.819352191344e-15 
  109       3.982240034700e-10       1.218746725585e-13      -3.898720765805e-12       5.685684195883e-16       8.753315065769e-12       1.402997799975e-12      -6.742063107344e-15 
  110       4.026389622726e-10       1.236290272177e-13      -3.985679783855e-12       5.792690677078e-16       8.544016865056e-12       1.377415292698e-12      -6.679299337033e-15 
  111       4.070744713213e-10       1.253460951832e-13      -4.072021612295e-12       5.900840498753e-16       8.341507867135e-12       1.352565668554e-12      -6.628271945859e-15 
  112       4.115295997831e-10       1.270241713855e-13      -4.157680771362e-12       6.010140522580e-16       8.145490393227e-12       1.328407885375e-12      -6.585936900245e-15 
  113       4.160032801698e-10       1.286615619790e-13      -4.242591857275e-12       6.120597724139e-16       7.955604102359e-12       1.304892921791e-12      -6.548988916293e-15 
  114       4.204943040489e-10       1.302565854456e-13      -4.326689582957e-12       6.232219193361e-16       7.771424203964e-12       1.281963550186e-12      -6.513855308489e-15 
  115       4.250013177541e-10       1.318075736998e-13      -4.409908818764e-12       6.345012134963e-16       7.592459670505e-12       1.259554109655e-12      -6.476689838414e-15 
  116       4.295230115133e-10       1.333129018809e-13      -4.492183321394e-12       6.458983852655e-16       7.418261093116e-12       1.237605468326e-12      -6.434141998606e-15 
  117       4.340587220887e-10       1.347710794774e-13      -4.573441658245e-12       6.574141698627e-16       7.248762946516e-12       1.216112459467e-12      -6.385784123336e-15 
  118       4.386078956929e-10       1.361806724072e-13      -4.653610861707e-12       6.690493118716e-16       7.083979774307e-12       1.195081813207e-12      -6.331969191112e-15 
  119       4.431698985758e-10       1.375402766647e-13      -4.732617725447e-12       6.808045668390e-16       6.923899460304e-12       1.174517391500e-12      -6.273082490745e-15 
  120       4.477440144460e-10       1.388485196785e-13      -4.810388833535e-12       6.926807013039e-16       6.768482410580e-12       1.154420095375e-12      -6.209542326251e-15 
  121       4.523294418914e-10       1.401040616700e-13      -4.886850589572e-12       7.046784928277e-16       6.617660735511e-12       1.134787772204e-12      -6.141800721743e-15 
  122       4.569252917998e-10       1.413055970114e-13      -4.961929245815e-12       7.167987300235e-16       6.471337431828e-12       1.115615122955e-12      -6.070344126331e-15 
  123       4.615305847798e-10       1.424518555837e-13      -5.035550932308e-12       7.290422125859e-16       6.329385564656e-12       1.096893609457e-12      -5.995694119016e-15 
  124       4.661442485818e-10       1.435416041352e-13      -5.107641686001e-12       7.414097513205e-16       6.191647449564e-12       1.078611361651e-12      -5.918408113587e-15 
  125       4.707651155184e-10       1.445736476392e-13      -5.178127479888e-12       7.539021681737e-16       6.057933834611e-12       1.060753084858e-12      -5.839080063521e-15 
  126       4.753919198852e-10       1.455468306525e-13      -5.246934252122e-12       7.665202962622e-16       5.928023082389e-12       1.043299967034e-12      -5.758341166874e-15 
  127       4.800232953822e-10       1.464600386734e-13      -5.313987935152e-12       7.792649799025e-16       5.801660352073e-12       1.026229586027e-12      -5.676860571183e-15 
  128       4.846577725335e-10       1.473121994999e-13      -5.379214484842e-12       7.921370746412e-16       5.678556781468e-12       1.009515816840e-12      -5.595346078361e-15 
  129       4.892939230947e-10       1.481023308749e-13      -5.442541128615e-12       8.051374604622e-16       5.558451700854e-12       9.931352320594e-13      -5.514426401629e-15 
  130       4.939308166598e-10       1.488296864469e-13      -5.503900202793e-12       8.182670829871e-16       5.441308728355e-12       9.770872939715e-13      -5.434281835306e-15 
  131       4.985676095034e-10       1.494936284623e-13      -5.563225793219e-12       8.315269168721e-16       5.327139740850e-12       9.613762125962e-13      -5.354974212551e-15 
  132       5.032034005726e-10       1.500935845869e-13      -5.620452591461e-12       8.449179531569e-16       5.215943407173e-12       9.460046052548e-13      -5.276561580228e-15 
  133       5.078372299596e-10       1.506290495947e-13      -5.675515932656e-12       8.584411993892e-16       5.107704821188e-12       9.309734502914e-13      -5.199098056229e-15 
  134       5.124680773742e-10       1.510995870577e-13      -5.728351833365e-12       8.720976797485e-16       5.002395134870e-12       9.162820407956e-13      -5.122633686801e-15 
  135       5.170948606166e-10       1.515048310349e-13      -5.778897029421e-12       8.858884351696e-16       4.899971191381e-12       9.019279383236e-13      -5.047214303874e-15 
  136       5.217164340496e-10       1.518444877622e-13      -5.827089013777e-12       8.998145234673e-16       4.800375158154e-12       8.879069266209e-13      -4.972881382387e-15 
  137       5.263315870715e-10       1.521183373410e-13      -5.872866074360e-12       9.138770194595e-16       4.703534159965e-12       8.742129653441e-13      -4.899671897613e-15 
  138       5.309390425882e-10       1.523262354283e-13      -5.916167331913e-12       9.280770150918e-16       4.609359912018e-12       8.608381437824e-13      -4.827618182486e-15 
  139       5.355374554864e-10       1.524681149256e-13      -5.956932777855e-12       9.424156195611e-16       4.517748353019e-12       8.477726345801e-13      -4.756747784926e-15 
  140       5.401254111054e-10       1.525439876684e-13      -5.995103312121e-12       9.568939594397e-16       4.428579278257e-12       8.350046474582e-13      -4.687083325167e-15 
  141       5.447014237103e-10       1.525539461157e-13      -6.030620781017e-12       9.715131787992e-16       4.341715972683e-12       8.225203829365e-13      -4.618642353085e-15 
  142       5.492639349643e-10       1.524981650391e-13      -6.063428015070e-12       9.862744393342e-16       4.257004843986e-12       8.103039860556e-13      -4.551437205518e-15 
  143       5.538113124010e-10       1.523769032124e-13      -6.093468866874e-12       1.001178920487e-15       4.174275055675e-12       7.983375000987e-13      -4.485474863600e-15 
  144       5.583419807019e-10       1.521905162396e-13      -6.120688610371e-12       1.016227703052e-15       4.093374423190e-12       7.866046912699e-13      -4.420748714600e-15 
