# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.494833139463e-10       7.287552792954e-15       4.814096200466e-13       2.391041977858e-19       8.825903058182e-09       4.854150749372e-10      -2.509219549666e-12 
    3       1.409131832921e-10       1.233950724856e-14       6.057286559558e-13       4.784400489598e-19       5.419463281612e-09       3.460026351889e-10      -2.206937944326e-12 
    4       1.324560987199e-10       1.440700856871e-14       6.265769465581e-13       7.979067170609e-19       3.766408735574e-09       2.633926186946e-10      -1.760439141530e-12 
    5       1.257537294124e-10       1.332324989041e-14       5.867646596451e-13       1.197790705046e-18       2.811293187958e-09       2.090163784290e-10      -1.306629525950e-12 
    6       1.208154542895e-10       1.028090393738e-14       5.163402970898e-13       1.678431636141e-18       2.196180534853e-09       1.706914477564e-10      -8.928084131695e-13 
    7       1.173453298468e-10       6.814996926590e-15       4.356801402126e-13       2.240211008204e-18       1.772055636067e-09       1.423924788024e-10      -5.430788760787e-13 
    8       1.150241808511e-10       4.028809091498e-15       3.570196453368e-13       2.883539732267e-18       1.464715375269e-09       1.207600688866e-10      -2.682001859873e-13 
    9       1.136070008089e-10       2.331249285194e-15       2.876086472235e-13       3.608844947842e-18       1.233340325163e-09       1.037760372005e-10      -6.979417254125e-14 
   10       1.128798050712e-10       1.570946106206e-15       2.315136410415e-13       4.416556634717e-18       1.053960822749e-09       9.019198405352e-11       5.746711028415e-14 
   11       1.127025752341e-10       1.347242190602e-15       1.904044510425e-13       5.307094546909e-18       8.886903860299e-10       7.947034622377e-11       1.231717665790e-13 
   12       1.129669190557e-10       1.290928932613e-15       1.640062290244e-13       6.280855979081e-18       7.765290377905e-10       7.024902260072e-11       1.419413111172e-13 
   13       1.135533203709e-10       1.204632081121e-15       1.505503546202e-13       7.338204839618e-18       6.844577118717e-10       6.271628659129e-11       1.275338463951e-13 
