    2       1.183469369876e+03       5.472350852885e-02       0.000000000000e+00       3.719072342255e+00       5.157148066358e-08       3.358242322476e-03      -1.679193083362e-05 
    3       1.112038500027e+03       9.238951087107e-02       0.000000000000e+00       4.693130933138e+00       6.397930668655e-08       3.387429190034e-03      -2.088900478235e-05 
    4       1.041749319453e+03       1.074442296265e-01       0.000000000000e+00       4.865424296120e+00       7.433174411686e-08       3.325085134078e-03      -2.147249395203e-05 
    5       9.857040025718e+02       9.890503339447e-02       0.000000000000e+00       4.562550770284e+00       8.330484571943e-08       3.228632092202e-03      -1.946384707055e-05 
    6       9.435729371468e+02       7.591494942984e-02       0.000000000000e+00       4.016776540461e+00       9.116298833813e-08       3.117217099982e-03      -1.566584515418e-05 
    7       9.128327503577e+02       5.003939172817e-02       0.000000000000e+00       3.388466087644e+00       9.807005684613e-08       3.000212046704e-03      -1.092073729071e-05 
    8       8.915176360294e+02       2.944951763379e-02       0.000000000000e+00       2.774216213557e+00       1.041672502413e-07       2.883644216029e-03      -6.017822037943e-06 
    9       8.771525252974e+02       1.704995366973e-02       0.000000000000e+00       2.231545807915e+00       1.096335780788e-07       2.771263917572e-03      -1.620139019661e-06 
   10       8.685126418060e+02       1.157929720610e-02       0.000000000000e+00       1.792147626950e+00       1.145900215604e-07       2.664128472280e-03       1.797669080246e-06 
   11       8.641029385280e+02       9.992463401501e-03       0.000000000000e+00       1.468733677724e+00       1.159008671311e-07       2.568353042600e-03       3.959000124312e-06 
   12       8.628202910457e+02       9.558969691591e-03       0.000000000000e+00       1.260103600077e+00       1.197014052934e-07       2.468451205287e-03       4.870828767791e-06 
   13       8.644813637468e+02       8.870584113491e-03       0.000000000000e+00       1.153232686511e+00       1.231057904593e-07       2.375081075219e-03       4.651058332651e-06 
   14       8.683552274699e+02       7.773148779268e-03       0.000000000000e+00       1.126748038988e+00       1.261603287558e-07       2.294290034878e-03       3.576422819537e-06 
   15       8.736595988517e+02       6.729712600882e-03       0.000000000000e+00       1.156987925844e+00       1.289030841089e-07       2.216149308739e-03       1.970609230501e-06 
   16       8.804749888219e+02       6.179820261741e-03       0.000000000000e+00       1.221321956741e+00       1.313643228499e-07       2.140232378777e-03       1.862623874846e-07 
   17       8.884763624835e+02       6.224000262283e-03       0.000000000000e+00       1.300031017817e+00       1.335720401913e-07       2.069596697661e-03      -1.460300151520e-06 
   18       8.974493950150e+02       6.639095704919e-03       0.000000000000e+00       1.379244005515e+00       1.354981465423e-07       2.003595519998e-03      -2.733778981705e-06 
   19       9.074206177890e+02       7.185183376404e-03       0.000000000000e+00       1.451812573715e+00       1.373204632373e-07       1.943234634271e-03      -3.505973316606e-06 
   20       9.180103640383e+02       7.626458915258e-03       0.000000000000e+00       1.512143645667e+00       1.388928227558e-07       1.885197560380e-03      -3.739970788271e-06 
   21       9.292523645983e+02       8.001459584252e-03       0.000000000000e+00       1.560578497681e+00       1.403070173331e-07       1.829055370904e-03      -3.482477382680e-06 
   22       9.410592122636e+02       8.461652213551e-03       0.000000000000e+00       1.600224974552e+00       1.415367667225e-07       1.773122223184e-03      -2.877055768893e-06 
   23       9.534121153955e+02       9.147453456857e-03       0.000000000000e+00       1.634742860637e+00       1.426556402495e-07       1.719492912222e-03      -2.070776189847e-06 
   24       9.661622953416e+02       1.018506568911e-02       0.000000000000e+00       1.668409699452e+00       1.436128127419e-07       1.670013111884e-03      -1.249017740164e-06 
   25       9.793982568973e+02       1.156849051714e-02       0.000000000000e+00       1.704439465988e+00       1.444651976642e-07       1.624927001049e-03      -5.448096286120e-07 
   26       9.931376491111e+02       1.323833908904e-02       0.000000000000e+00       1.745418800605e+00       1.451897760368e-07       1.582371206740e-03      -7.480319185033e-08 
   27       1.007268730223e+03       1.514961331569e-02       0.000000000000e+00       1.791392222024e+00       1.458151861074e-07       1.541212804415e-03       1.125818475078e-07 
   28       1.021579074020e+03       1.726037936786e-02       0.000000000000e+00       1.841056480739e+00       1.463040990064e-07       1.499867117053e-03       1.274151201267e-08 
   29       1.036142802383e+03       1.956798053891e-02       0.000000000000e+00       1.892029686195e+00       1.467332348109e-07       1.459371850542e-03      -3.317643988110e-07 
   30       1.051043105805e+03       2.208111099856e-02       0.000000000000e+00       1.940875658179e+00       1.471235402417e-07       1.421130564941e-03      -8.278084641177e-07 
   31       1.066281732808e+03       2.480389894118e-02       0.000000000000e+00       1.983585406656e+00       1.473903811399e-07       1.385820213565e-03      -1.349575187365e-06 
   32       1.081883145847e+03       2.772076985430e-02       0.000000000000e+00       2.017338186773e+00       1.475807296337e-07       1.353531552401e-03      -1.822742905014e-06 
   33       1.097808366601e+03       3.080517665489e-02       0.000000000000e+00       2.039323326443e+00       1.477246835705e-07       1.323326933862e-03      -2.176889161113e-06 
   34       1.113963583066e+03       3.403473041572e-02       0.000000000000e+00       2.046891075083e+00       1.477845462243e-07       1.293576947555e-03      -2.341944963747e-06 
   35       1.130364096647e+03       3.743202378950e-02       0.000000000000e+00       2.039770249670e+00       1.477936923519e-07       1.264244422346e-03      -2.317347881473e-06 
   36       1.147014141746e+03       4.103866198202e-02       0.000000000000e+00       2.018651220611e+00       1.477589775215e-07       1.235466488779e-03      -2.138612357515e-06 
   37       1.163883884614e+03       4.489714516250e-02       0.000000000000e+00       1.984532938091e+00       1.476390838947e-07       1.207115724845e-03      -1.856975472245e-06 
   38       1.181001928895e+03       4.902343369724e-02       0.000000000000e+00       1.938382155075e+00       1.474741737938e-07       1.179580669347e-03      -1.514627933937e-06 
