# total lensed [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
  509       2.679419897243e+03       8.081408953311e+00       7.289137429983e-02      -5.374118911217e+01       2.074189802904e-08       6.346635738628e-06       7.661922798927e-07 
  510       2.685552611317e+03       8.001728940322e+00       7.311938380262e-02      -5.254160227894e+01       2.068255882320e-08       6.294227529873e-06       7.477360744485e-07 
  511       2.691458121617e+03       7.926597092057e+00       7.334677274968e-02      -5.132559833119e+01       2.062342848981e-08       6.243125372930e-06       7.292994632818e-07 
  512       2.697135604399e+03       7.856050781535e+00       7.357351556880e-02      -5.009382142032e+01       2.056451308695e-08       6.193340041593e-06       7.108829206324e-07 
  513       2.702584253990e+03       7.790127268308e+00       7.379958640882e-02      -4.884692706353e+01       2.050581829295e-08       6.144882073975e-06       6.924868890918e-07 
  514       2.707803282922e+03       7.728863696704e+00       7.402495913848e-02      -4.758558220055e+01       2.044734939652e-08       6.097761768383e-06       6.741117790912e-07 
  515       2.712791922069e+03       7.672297094082e+00       7.424960734519e-02      -4.631046525025e+01       2.038911128672e-08       6.051989179165e-06       6.557579683855e-07 
  516       2.717549420781e+03       7.620464369076e+00       7.447350433385e-02      -4.502226616733e+01       2.033110844297e-08       6.007574112540e-06       6.374258015368e-07 
  517       2.722075047023e+03       7.573402309845e+00       7.469662312564e-02      -4.372168649904e+01       2.027334492478e-08       5.964526122415e-06       6.191155893934e-07 
  518       2.726368087505e+03       7.531147582326e+00       7.491893645685e-02      -4.240943944181e+01       2.021582436157e-08       5.922854506168e-06       6.008276085680e-07 
  519       2.730427847826e+03       7.493736728478e+00       7.514041677764e-02      -4.108624989797e+01       2.015854994223e-08       5.882568300425e-06       5.825621009123e-07 
  520       2.734253652600e+03       7.461206164533e+00       7.536103625087e-02      -3.975285453237e+01       2.010152440469e-08       5.843676276807e-06       5.643192729899e-07 
  521       2.737844845602e+03       7.433592179244e+00       7.558076675091e-02      -3.841000182913e+01       2.004475002532e-08       5.806186937663e-06       5.460992955460e-07 
  522       2.741200789895e+03       7.410930932139e+00       7.579957986242e-02      -3.705845214826e+01       1.998822860828e-08       5.770108511781e-06       5.279023029754e-07 
  523       2.744320867972e+03       7.393258451760e+00       7.601744687916e-02      -3.569897778236e+01       1.993196147475e-08       5.735448950079e-06       5.097283927874e-07 
  524       2.747204481886e+03       7.380610633922e+00       7.623433880282e-02      -3.433236301330e+01       1.987594945201e-08       5.702215921275e-06       4.915776250686e-07 
  525       2.749851053392e+03       7.373023239958e+00       7.645022634176e-02      -3.295940416889e+01       1.982019286254e-08       5.670416807540e-06       4.734500219429e-07 
  526       2.752260024078e+03       7.370531894966e+00       7.666507990987e-02      -3.158090967958e+01       1.976469151284e-08       5.640058700127e-06       4.553455670296e-07 
  527       2.754430855503e+03       7.373172086059e+00       7.687886962537e-02      -3.019770013510e+01       1.970944468237e-08       5.611148394985e-06       4.372642048981e-07 
  528       2.756363029332e+03       7.380979160619e+00       7.709156530956e-02      -2.881060834117e+01       1.965445111214e-08       5.583692388348e-06       4.192058405213e-07 
  529       2.758056047472e+03       7.393988324538e+00       7.730313648570e-02      -2.742047937615e+01       1.959970899343e-08       5.557696872308e-06       4.011703387254e-07 
  530       2.759509432207e+03       7.412234640473e+00       7.751355237772e-02      -2.602817064775e+01       1.954521595622e-08       5.533167730364e-06       3.831575236381e-07 
  531       2.760722726335e+03       7.435753026092e+00       7.772278190913e-02      -2.463455194968e+01       1.949096905764e-08       5.510110532958e-06       3.651671781335e-07 
  532       2.761695493304e+03       7.464578252323e+00       7.793079370172e-02      -2.324050551836e+01       1.943696477025e-08       5.488530532980e-06       3.471990432757e-07 
  533       2.762427317346e+03       7.498744941606e+00       7.813755607444e-02      -2.184692608956e+01       1.938319897024e-08       5.468432661268e-06       3.292528177586e-07 
  534       2.762917803613e+03       7.538287566138e+00       7.834303704215e-02      -2.045472095509e+01       1.932966692552e-08       5.449821522069e-06       3.113281573440e-07 
  535       2.763166578315e+03       7.583240446125e+00       7.854720431445e-02      -1.906481001950e+01       1.927636328369e-08       5.432701388502e-06       2.934246742974e-07 
  536       2.763173288852e+03       7.633637748030e+00       7.875002529449e-02      -1.767812585672e+01       1.922328205994e-08       5.417076197980e-06       2.755419368203e-07 
  537       2.762937603956e+03       7.689513482819e+00       7.895146707773e-02      -1.629561376678e+01       1.917041662481e-08       5.402949547628e-06       2.576794684816e-07 
  538       2.762459213817e+03       7.750901504217e+00       7.915149645081e-02      -1.491823183246e+01       1.911775969187e-08       5.390324689673e-06       2.398367476451e-07 
  539       2.761737830230e+03       7.817835506950e+00       7.935007989029e-02      -1.354695097597e+01       1.906530330523e-08       5.379204526813e-06       2.220132068951e-07 
  540       2.760773186720e+03       7.890349024998e+00       7.954718356147e-02      -1.218275501562e+01       1.901303882703e-08       5.369591607573e-06       2.042082324597e-07 
  541       2.759565038689e+03       7.968475429842e+00       7.974277331722e-02      -1.082664072254e+01       1.896095692481e-08       5.361488121637e-06       1.864211636314e-07 
  542       2.758113163539e+03       8.052247928714e+00       7.993681469675e-02      -9.479617877308e+00       1.890904755865e-08       5.354895895154e-06       1.686512921852e-07 
  543       2.756417360820e+03       8.141699562846e+00       8.012927292442e-02      -8.142709326648e+00       1.885729996839e-08       5.349816386038e-06       1.508978617943e-07 
  544       2.754477895802e+03       8.236851423340e+00       8.032011747049e-02      -6.816857069879e+00       1.880570561057e-08       5.346250001798e-06       1.331606071935e-07 
  545       2.752296842995e+03       8.337676955731e+00       8.050933586986e-02      -5.502637641051e+00       1.875426716909e-08       5.344194032568e-06       1.154413966739e-07 
  546       2.749876778848e+03       8.444136696792e+00       8.069692027072e-02      -4.200539222508e+00       1.870298999959e-08       5.343644625927e-06       9.774265424697e-08 
  547       2.747220341878e+03       8.556189963992e+00       8.088286290674e-02      -2.911054944715e+00       1.865187921643e-08       5.344597451287e-06       8.006682588436e-08 
  548       2.744330232979e+03       8.673794848977e+00       8.106715609772e-02      -1.634682904896e+00       1.860093968663e-08       5.347047694253e-06       6.241637958102e-08 
  549       2.741209215741e+03       8.796908211051e+00       8.124979225023e-02      -3.719261856795e-01       1.855017602356e-08       5.350990050967e-06       4.479380541890e-08 
  550       2.737860116763e+03       8.925485670656e+00       8.143076385824e-02       8.767071262561e-01       1.849959258071e-08       5.356418722422e-06       2.720161563027e-08 
  551       2.734285825971e+03       9.059481602852e+00       8.161006350381e-02       2.110703921542e+00       1.844919344537e-08       5.363327408762e-06       9.642344661149e-09 
  552       2.730489296930e+03       9.198849130796e+00       8.178768385771e-02       3.329546049474e+00       1.839898243222e-08       5.371709303548e-06      -7.881450765486e-09 
  553       2.726473547159e+03       9.343540119225e+00       8.196361768008e-02       4.532710299369e+00       1.834896307691e-08       5.381557088010e-06      -2.536719158645e-08 
  554       2.722241658452e+03       9.493505167932e+00       8.213785782108e-02       5.719668381922e+00       1.829913862951e-08       5.392862925272e-06      -4.281227633521e-08 
  555       2.717796777186e+03       9.648693605249e+00       8.231039722151e-02       6.889886910562e+00       1.824951204799e-08       5.405618454556e-06      -6.021408107880e-08 
  556       2.713142114641e+03       9.809053481527e+00       8.248122891353e-02       8.042827382810e+00       1.820008599156e-08       5.419814785359e-06      -7.756995935479e-08 
  557       2.708280947312e+03       9.974531562614e+00       8.265034602121e-02       9.177946161633e+00       1.815086281399e-08       5.435442491613e-06      -9.487724210833e-08 
  558       2.703216617228e+03       1.014507332334e+01       8.281774176127e-02       1.029469445680e+01       1.810184455692e-08       5.452491605814e-06      -1.121332376293e-07 
  559       2.697952532263e+03       1.032062294098e+01       8.298340944369e-02       1.139251830625e+01       1.805303294294e-08       5.470951613141e-06      -1.293352314894e-07 
  560       2.692492166455e+03       1.050112328877e+01       8.314734247233e-02       1.247085855743e+01       1.800442936886e-08       5.490811445536e-06      -1.464804864794e-07 
  561       2.686839060318e+03       1.068651592936e+01       8.330953434564e-02       1.352915084865e+01       1.795603489867e-08       5.512059475772e-06      -1.635662425467e-07 
  562       2.680996821161e+03       1.087674110827e+01       8.346997865727e-02       1.456682559048e+01       1.790785025662e-08       5.534683511496e-06      -1.805897167322e-07 
  563       2.674969123399e+03       1.107173774743e+01       8.362866909671e-02       1.558330794705e+01       1.785987582016e-08       5.558670789246e-06      -1.975481031082e-07 
  564       2.668759708870e+03       1.127144343863e+01       8.378559944998e-02       1.657801781744e+01       1.781211161280e-08       5.584007968450e-06      -2.144385727156e-07 
  565       2.662372387153e+03       1.147579443697e+01       8.394076360024e-02       1.755036981704e+01       1.776455729699e-08       5.610681125393e-06      -2.312582735017e-07 
  566       2.655811035879e+03       1.168472565440e+01       8.409415552847e-02       1.849977325888e+01       1.771721216683e-08       5.638675747175e-06      -2.480043302576e-07 
  567       2.649079601048e+03       1.189817065316e+01       8.424576931408e-02       1.942563213502e+01       1.767007514085e-08       5.667976725631e-06      -2.646738445560e-07 
  568       2.642182097345e+03       1.211606163926e+01       8.439559913559e-02       2.032734509786e+01       1.762314475458e-08       5.698568351240e-06      -2.812638946890e-07 
  569       2.635122608453e+03       1.233832945597e+01       8.454363927129e-02       2.120430544157e+01       1.757641915316e-08       5.730434307004e-06      -2.977715356059e-07 
  570       2.627905287372e+03       1.256490357732e+01       8.468988409985e-02       2.205590108336e+01       1.752989608388e-08       5.763557662306e-06      -3.141937988510e-07 
  571       2.620534356729e+03       1.279571210153e+01       8.483432810100e-02       2.288151454490e+01       1.748357288861e-08       5.797920866745e-06      -3.305276925017e-07 
  572       2.613014109099e+03       1.303068174455e+01       8.497696585615e-02       2.368052293365e+01       1.743744649621e-08       5.833505743949e-06      -3.467702011063e-07 
  573       2.605348907316e+03       1.326973783348e+01       8.511779204909e-02       2.445229792422e+01       1.739151341485e-08       5.870293485364e-06      -3.629182856224e-07 
  574       2.597543184790e+03       1.351280430010e+01       8.525680146656e-02       2.519620573974e+01       1.734576972427e-08       5.908264644022e-06      -3.789688833549e-07 
  575       2.589601445821e+03       1.375980367432e+01       8.539398899900e-02       2.591160713319e+01       1.730021106800e-08       5.947399128279e-06      -3.949189078938e-07 
  576       2.581528265917e+03       1.401065707768e+01       8.552934964110e-02       2.659785736878e+01       1.725483264551e-08       5.987676195540e-06      -4.107652490534e-07 
  577       2.573328292106e+03       1.426528421681e+01       8.566287849251e-02       2.725430620329e+01       1.720962920424e-08       6.029074445957e-06      -4.265047728097e-07 
  578       2.565006243252e+03       1.452360337693e+01       8.579457075848e-02       2.788029786744e+01       1.716459503168e-08       6.071571816099e-06      -4.421343212393e-07 
  579       2.556566910372e+03       1.478553141530e+01       8.592442175049e-02       2.847517104724e+01       1.711972394724e-08       6.115145572606e-06      -4.576507124580e-07 
  580       2.548015156950e+03       1.505098375475e+01       8.605242688691e-02       2.903825886535e+01       1.707500929419e-08       6.159772305818e-06      -4.730507405588e-07 
  581       2.539355919252e+03       1.531987437711e+01       8.617858169366e-02       2.956888886243e+01       1.703044393147e-08       6.205427923378e-06      -4.883311755511e-07 
  582       2.530594206642e+03       1.559211581671e+01       8.630288180483e-02       3.006638297849e+01       1.698602022540e-08       6.252087643817e-06      -5.034887632989e-07 
  583       2.521734888268e+03       1.586761841786e+01       8.642532605330e-02       3.053016468371e+01       1.694173211584e-08       6.299727120845e-06      -5.185206999134e-07 
  584       2.512782046635e+03       1.614628810010e+01       8.654592582596e-02       3.096008334865e+01       1.689758144502e-08       6.348325875670e-06      -5.334260746007e-07 
  585       2.503739608507e+03       1.642802852421e+01       8.666469594346e-02       3.135609794048e+01       1.685357192747e-08       6.397863980386e-06      -5.482044806757e-07 
  586       2.494611557311e+03       1.671274181647e+01       8.678165159316e-02       3.171817062593e+01       1.680970709986e-08       6.448320933515e-06      -5.628555464126e-07 
  587       2.485401933381e+03       1.700032856180e+01       8.689680833086e-02       3.204626679042e+01       1.676599031683e-08       6.499675654683e-06      -5.773789354890e-07 
  588       2.476114834194e+03       1.729068779705e+01       8.701018208258e-02       3.234035505718e+01       1.672242474686e-08       6.551906479268e-06      -5.917743474322e-07 
  589       2.466754414610e+03       1.758371700418e+01       8.712178914623e-02       3.260040730637e+01       1.667901336803e-08       6.604991153034e-06      -6.060415180662e-07 
  590       2.457324887116e+03       1.787931210349e+01       8.723164619341e-02       3.282639869420e+01       1.663575896381e-08       6.658906826749e-06      -6.201802199616e-07 
  591       2.447830522062e+03       1.817736744686e+01       8.733977027110e-02       3.301830767205e+01       1.659266411881e-08       6.713630050778e-06      -6.341902628869e-07 
  592       2.438275647901e+03       1.847777581093e+01       8.744617880344e-02       3.317611600559e+01       1.654973121439e-08       6.769136769659e-06      -6.480714942612e-07 
  593       2.428664651433e+03       1.878042839036e+01       8.755088959344e-02       3.329980879393e+01       1.650696242441e-08       6.825402316665e-06      -6.618237996091e-07 
  594       2.419001978040e+03       1.908521479104e+01       8.765392082473e-02       3.338937448869e+01       1.646435971078e-08       6.882401408339e-06      -6.754471030175e-07 
  595       2.409292131928e+03       1.939202302329e+01       8.775529106328e-02       3.344480491317e+01       1.642192481905e-08       6.940108139018e-06      -6.889413675937e-07 
  596       2.399539676368e+03       1.970073949511e+01       8.785501925917e-02       3.346609528143e+01       1.637965927399e-08       6.998495975331e-06      -7.023065959257e-07 
  597       2.389749233934e+03       2.001124900537e+01       8.795312474830e-02       3.345324421745e+01       1.633756437504e-08       7.057537750683e-06      -7.155428305442e-07 
  598       2.379925486745e+03       2.032343473708e+01       8.804962725414e-02       3.340625377423e+01       1.629564119183e-08       7.117205659721e-06      -7.286501543862e-07 
  599       2.370073176702e+03       2.063717825055e+01       8.814454688948e-02       3.332512945292e+01       1.625389055957e-08       7.177471252773e-06      -7.416286912604e-07 
  600       2.360197105731e+03       2.095235947665e+01       8.823790415813e-02       3.320988022191e+01       1.621231307447e-08       7.238305430281e-06      -7.544786063150e-07 
  601       2.350302136022e+03       2.126885671002e+01       8.832971995670e-02       3.306051853601e+01       1.617090908909e-08       7.299678437201e-06      -7.672001065060e-07 
  602       2.340393190268e+03       2.158654660230e+01       8.842001557633e-02       3.287706035554e+01       1.612967870764e-08       7.361559857399e-06      -7.797934410688e-07 
  603       2.330475251906e+03       2.190530415531e+01       8.850881270439e-02       3.265952516542e+01       1.608862178128e-08       7.423918608011e-06      -7.922589019905e-07 
  604       2.320553365356e+03       2.222500271434e+01       8.859613342627e-02       3.240793599435e+01       1.604773790336e-08       7.486722933802e-06      -8.045968244842e-07 
  605       2.310632636261e+03       2.254551396131e+01       8.868200022708e-02       3.212231943391e+01       1.600702640462e-08       7.549940401492e-06      -8.168075874657e-07 
  606       2.300718231729e+03       2.286670790802e+01       8.876643599342e-02       3.180270565765e+01       1.596648634834e-08       7.613537894072e-06      -8.288916140309e-07 
  607       2.290815380571e+03       2.318845288937e+01       8.884946401509e-02       3.144912844025e+01       1.592611652551e-08       7.677481605094e-06      -8.408493719361e-07 
  608       2.280929373540e+03       2.351061555656e+01       8.893110798684e-02       3.106162517665e+01       1.588591544985e-08       7.741737032951e-06      -8.526813740791e-07 
  609       2.271065563572e+03       2.383306087035e+01       8.901139201011e-02       3.064023690111e+01       1.584588135294e-08       7.806268975126e-06      -8.643881789831e-07 
  610       2.261229366029e+03       2.415565209423e+01       8.909034059476e-02       3.018500830641e+01       1.580601217917e-08       7.871041522439e-06      -8.759703912814e-07 
  611       2.251426258934e+03       2.447825078769e+01       8.916797866082e-02       2.969598776290e+01       1.576630558074e-08       7.936018053254e-06      -8.874286622045e-07 
  612       2.241661783212e+03       2.480071679939e+01       8.924433154022e-02       2.917322733769e+01       1.572675891259e-08       8.001161227686e-06      -8.987636900687e-07 
  613       2.231941542934e+03       2.512290826043e+01       8.931942497853e-02       2.861678281372e+01       1.568736922728e-08       8.066432981781e-06      -9.099762207667e-07 
  614       2.222271205552e+03       2.544468157754e+01       8.939328513669e-02       2.802671370888e+01       1.564813326986e-08       8.131794521673e-06      -9.210670482600e-07 
  615       2.212656502141e+03       2.576589142633e+01       8.946593859277e-02       2.740308329519e+01       1.560904747269e-08       8.197206317733e-06      -9.320370150728e-07 
  616       2.203103227638e+03       2.608639074445e+01       8.953741234367e-02       2.674595861785e+01       1.557010795020e-08       8.262628098686e-06      -9.428870127875e-07 
  617       2.193617241086e+03       2.640603072489e+01       8.960773380692e-02       2.605541051440e+01       1.553131049365e-08       8.328018845722e-06      -9.536179825432e-07 
  618       2.184204465867e+03       2.672466080914e+01       8.967693082233e-02       2.533151363385e+01       1.549265056578e-08       8.393336786579e-06      -9.642309155343e-07 
  619       2.174870889949e+03       2.704212868043e+01       8.974503165383e-02       2.457434645576e+01       1.545412329551e-08       8.458539389611e-06      -9.747268535120e-07 
  620       2.165622566118e+03       2.735828025698e+01       8.981206499112e-02       2.378399130941e+01       1.541572347257e-08       8.523583357835e-06      -9.851068892875e-07 
  621       2.156465612229e+03       2.767295968516e+01       8.987805995145e-02       2.296053439288e+01       1.537744554202e-08       8.588424622965e-06      -9.953721672364e-07 
  622       2.147405585693e+03       2.798602106049e+01       8.994304554743e-02       2.210412187564e+01       1.533928508879e-08       8.653025708935e-06      -1.005523380962e-06 
  623       2.138445590408e+03       2.829736390568e+01       9.000704907319e-02       2.121512961054e+01       1.530124337886e-08       8.717378119042e-06      -1.015559245856e-06 
  624       2.129588125965e+03       2.860689851026e+01       9.007009768383e-02       2.029399743521e+01       1.526332301942e-08       8.781480722458e-06      -1.025477973946e-06 
  625       2.120835709412e+03       2.891453427494e+01       9.013221892752e-02       1.934117348486e+01       1.522552648516e-08       8.845332456341e-06      -1.035277771951e-06 
  626       2.112190875309e+03       2.922017970847e+01       9.019344074706e-02       1.835711422878e+01       1.518785611541e-08       8.908932326656e-06      -1.044956841328e-06 
  627       2.103656175771e+03       2.952374242449e+01       9.025379148147e-02       1.734228450685e+01       1.515031411137e-08       8.972279409007e-06      -1.054513378311e-06 
  628       2.095234180513e+03       2.982512913838e+01       9.031329986752e-02       1.629715756603e+01       1.511290253318e-08       9.035372849469e-06      -1.063945573956e-06 
  629       2.086927476896e+03       3.012424566412e+01       9.037199504136e-02       1.522221509682e+01       1.507562329704e-08       9.098211865418e-06      -1.073251614191e-06 
  630       2.078738669975e+03       3.042099691112e+01       9.042990654004e-02       1.411794726976e+01       1.503847817232e-08       9.160795746375e-06      -1.082429679853e-06 
  631       2.070670382547e+03       3.071528688111e+01       9.048706430312e-02       1.298485277196e+01       1.500146877860e-08       9.223123854843e-06      -1.091477946737e-06 
  632       2.062725255189e+03       3.100701866496e+01       9.054349867424e-02       1.182343884351e+01       1.496459658273e-08       9.285195627154e-06      -1.100394585642e-06 
  633       2.054905946316e+03       3.129609443953e+01       9.059924040266e-02       1.063422131405e+01       1.492786289581e-08       9.347010574312e-06      -1.109177762414e-06 
  634       2.047215132216e+03       3.158241546457e+01       9.065432064487e-02       9.417724639191e+00       1.489126887024e-08       9.408568282850e-06      -1.117825637992e-06 
  635       2.039655507103e+03       3.186588207951e+01       9.070877096615e-02       8.174481937066e+00       1.485481549662e-08       9.469868415678e-06      -1.126336368458e-06 
  636       2.032229783163e+03       3.214639370035e+01       9.076262334212e-02       6.905035024768e+00       1.481850360076e-08       9.530910712942e-06      -1.134708105077e-06 
  637       2.024940690595e+03       3.242384881651e+01       9.081591016036e-02       5.609934454865e+00       1.478233384056e-08       9.591694992882e-06      -1.142938994350e-06 
  638       2.017790977663e+03       3.269814498766e+01       9.086866422193e-02       4.289739551884e+00       1.474630670292e-08       9.652221152699e-06      -1.151027178056e-06 
  639       2.010783410738e+03       3.296917884060e+01       9.092091874299e-02       2.945018448800e+00       1.471042250060e-08       9.712489169416e-06      -1.158970793303e-06 
  640       2.003920774349e+03       3.323684606611e+01       9.097270735635e-02       1.576348123523e+00       1.467468136913e-08       9.772499100749e-06      -1.166767972571e-06 
  641       1.997205871222e+03       3.350104141577e+01       9.102406411303e-02       1.843144353887e-01       1.463908326354e-08       9.832251085983e-06      -1.174416843766e-06 
  642       1.990641522334e+03       3.376165869885e+01       9.107502348385e-02      -1.230487838351e+00       1.460362795524e-08       9.891745346841e-06      -1.181915530262e-06 
  643       1.984230566953e+03       3.401859077915e+01       9.112562036101e-02      -2.667454966041e+00       1.456831502878e-08       9.950982188366e-06      -1.189262150953e-06 
  644       1.977975862686e+03       3.427172957183e+01       9.117589005965e-02      -4.125974225134e+00       1.453314387858e-08       1.000996199980e-05      -1.196454820300e-06 
  645       1.971880285530e+03       3.452096604032e+01       9.122586831942e-02      -5.605423865702e+00       1.449811370567e-08       1.006868525548e-05      -1.203491648383e-06 
  646       1.965946729908e+03       3.476619019311e+01       9.127559130605e-02      -7.105173073943e+00       1.446322351443e-08       1.012715251571e-05      -1.210370740943e-06 
  647       1.960178108727e+03       3.500729108062e+01       9.132509561295e-02      -8.624581935700e+00       1.442847210920e-08       1.018536442766e-05      -1.217090199442e-06 
  648       1.954577353413e+03       3.524415679208e+01       9.137441826274e-02      -1.016300139996e+01       1.439385809102e-08       1.024332172625e-05      -1.223648121102e-06 
  649       1.949147413966e+03       3.547667445236e+01       9.142359670888e-02      -1.171977324238e+01       1.435937985418e-08       1.030102523507e-05      -1.230042598964e-06 
  650       1.943891259002e+03       3.570473021880e+01       9.147266883716e-02      -1.329423002879e+01       1.432503558291e-08       1.035847586725e-05      -1.236271721931e-06 
  651       1.938811875799e+03       3.592820927813e+01       9.152167296737e-02      -1.488569507869e+01       1.429082324787e-08       1.041567462641e-05      -1.242333574824e-06 
  652       1.933912270343e+03       3.614699584325e+01       9.157064785480e-02      -1.649348242880e+01       1.425674060281e-08       1.047262260751e-05      -1.248226238431e-06 
  653       1.929195467378e+03       3.636097315011e+01       9.161963269182e-02      -1.811689679652e+01       1.422278518101e-08       1.052932099779e-05      -1.253947789559e-06 
  654       1.924664510447e+03       3.657002345459e+01       9.166866710951e-02      -1.975523354348e+01       1.418895429184e-08       1.058577107768e-05      -1.259496301081e-06 
  655       1.920322461941e+03       3.677402802930e+01       9.171779117917e-02      -2.140777863904e+01       1.415524501724e-08       1.064197422171e-05      -1.264869841996e-06 
  656       1.916172403144e+03       3.697286716047e+01       9.176704541390e-02      -2.307380862380e+01       1.412165420816e-08       1.069793189946e-05      -1.270066477474e-06 
  657       1.912217434282e+03       3.716642014480e+01       9.181647077022e-02      -2.475259057309e+01       1.408817848099e-08       1.075364567643e-05      -1.275084268911e-06 
  658       1.908460674564e+03       3.735456528630e+01       9.186610864958e-02      -2.644338206053e+01       1.405481421401e-08       1.080911721499e-05      -1.279921273981e-06 
  659       1.904905262234e+03       3.753717989313e+01       9.191600089999e-02      -2.814543112149e+01       1.402155754370e-08       1.086434827532e-05      -1.284575546690e-06 
  660       1.901554354612e+03       3.771414027450e+01       9.196618981754e-02      -2.985797621664e+01       1.398840436116e-08       1.091934071633e-05      -1.289045137429e-06 
  661       1.898410523047e+03       3.788533912556e+01       9.201671426156e-02      -3.158027279346e+01       1.395535139530e-08       1.097409463650e-05      -1.293328528581e-06 
  662       1.895473923033e+03       3.805073810943e+01       9.206759790275e-02      -3.331167368773e+01       1.392239952239e-08       1.102860272698e-05      -1.297425957071e-06 
  663       1.892744083828e+03       3.821031642847e+01       9.211886071896e-02      -3.505155042288e+01       1.388955059483e-08       1.108285573379e-05      -1.301338135607e-06 
  664       1.890220509783e+03       3.836405354286e+01       9.217052285875e-02      -3.679926674336e+01       1.385680636537e-08       1.113684430055e-05      -1.305065821481e-06 
  665       1.887902680219e+03       3.851192917215e+01       9.222260464185e-02      -3.855417858544e+01       1.382416848521e-08       1.119055896784e-05      -1.308609816981e-06 
  666       1.885790049305e+03       3.865392329693e+01       9.227512655971e-02      -4.031563404799e+01       1.379163850195e-08       1.124399017265e-05      -1.311970969810e-06 
  667       1.883882045946e+03       3.879001616042e+01       9.232810927594e-02      -4.208297336335e+01       1.375921785766e-08       1.129712824774e-05      -1.315150173501e-06 
  668       1.882178073654e+03       3.892018827010e+01       9.238157362691e-02      -4.385552886806e+01       1.372690788684e-08       1.134996342109e-05      -1.318148367839e-06 
  669       1.880677510434e+03       3.904442039935e+01       9.243554062216e-02      -4.563262497373e+01       1.369470981441e-08       1.140248581527e-05      -1.320966539281e-06 
  670       1.879379708663e+03       3.916269358904e+01       9.249003144497e-02      -4.741357813779e+01       1.366262475368e-08       1.145468544683e-05      -1.323605721375e-06 
  671       1.878283994970e+03       3.927498914918e+01       9.254506745286e-02      -4.919769683432e+01       1.363065370428e-08       1.150655222575e-05      -1.326066995187e-06 
  672       1.877389670115e+03       3.938128866051e+01       9.260067017808e-02      -5.098428152489e+01       1.359879755011e-08       1.155807595477e-05      -1.328351489724e-06 
  673       1.876696008871e+03       3.948157397615e+01       9.265686132811e-02      -5.277262462928e+01       1.356705705725e-08       1.160924632884e-05      -1.330460382360e-06 
  674       1.876202259904e+03       3.957582722321e+01       9.271366278619e-02      -5.456201049637e+01       1.353543287188e-08       1.166005293448e-05      -1.332394899264e-06 
  675       1.875907645652e+03       3.966403080439e+01       9.277109661182e-02      -5.635171537491e+01       1.350392551812e-08       1.171048524920e-05      -1.334156315829e-06 
  676       1.875811362208e+03       3.974616739965e+01       9.282918504127e-02      -5.814100738430e+01       1.347253539596e-08       1.176053264087e-05      -1.335745957099e-06 
  677       1.875912579195e+03       3.982221996777e+01       9.288795048806e-02      -5.992914648544e+01       1.344126277909e-08       1.181018436710e-05      -1.337165198207e-06 
  678       1.876210439652e+03       3.989217174803e+01       9.294741554351e-02      -6.171538445152e+01       1.341010781273e-08       1.185942957466e-05      -1.338415464800e-06 
  679       1.876704059911e+03       3.995600626178e+01       9.300760297720e-02      -6.349896483880e+01       1.337907051148e-08       1.190825729886e-05      -1.339498233480e-06 
  680       1.877392529478e+03       4.001370731409e+01       9.306853573753e-02      -6.527912295745e+01       1.334815075709e-08       1.195665646289e-05      -1.340415032235e-06 
  681       1.878274910914e+03       4.006525899537e+01       9.313023695218e-02      -6.705508584235e+01       1.331734829633e-08       1.200461587728e-05      -1.341167440878e-06 
  682       1.879350239714e+03       4.011064568299e+01       9.319272992864e-02      -6.882607222386e+01       1.328666273867e-08       1.205212423922e-05      -1.341757091487e-06 
  683       1.880617524186e+03       4.014985204287e+01       9.325603815472e-02      -7.059129249867e+01       1.325609355413e-08       1.209917013194e-05      -1.342185668840e-06 
  684       1.882075745335e+03       4.018286303116e+01       9.332018529903e-02      -7.234994870058e+01       1.322564007097e-08       1.214574202415e-05      -1.342454910861e-06 
  685       1.883723856740e+03       4.020966389580e+01       9.338519521152e-02      -7.410123447131e+01       1.319530147345e-08       1.219182826935e-05      -1.342566609057e-06 
  686       1.885560784437e+03       4.023024017819e+01       9.345109192397e-02      -7.584433503130e+01       1.316507679954e-08       1.223741710524e-05      -1.342522608970e-06 
  687       1.887585426795e+03       4.024457771478e+01       9.351789965051e-02      -7.757842715055e+01       1.313496493861e-08       1.228249665309e-05      -1.342324810614e-06 
  688       1.889796654401e+03       4.025266263869e+01       9.358564278811e-02      -7.930267911935e+01       1.310496462913e-08       1.232705491711e-05      -1.341975168924e-06 
  689       1.892193309937e+03       4.025448138135e+01       9.365434591708e-02      -8.101625071917e+01       1.307507445632e-08       1.237107978381e-05      -1.341475694207e-06 
  690       1.894774208062e+03       4.025002067413e+01       9.372403380162e-02      -8.271829319341e+01       1.304529284982e-08       1.241455902140e-05      -1.340828452588e-06 
  691       1.897538135291e+03       4.023926754990e+01       9.379473139026e-02      -8.440794921821e+01       1.301561808132e-08       1.245748027912e-05      -1.340035566462e-06 
  692       1.900483849875e+03       4.022220934474e+01       9.386646381645e-02      -8.608435287330e+01       1.298604826216e-08       1.249983108664e-05      -1.339099214944e-06 
