# total [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
  479       2.407232693780e+03       1.209501288073e+01       0.000000000000e+00      -8.094406474494e+01       2.263038050410e-08       8.725214638293e-06       1.317694412104e-06 
  480       2.418545709503e+03       1.191318353010e+01       0.000000000000e+00      -8.051194563281e+01       2.256325477251e-08       8.611005844691e-06       1.299861922995e-06 
  481       2.429780345593e+03       1.173299474173e+01       0.000000000000e+00      -8.004526769455e+01       2.249643001255e-08       8.499753461298e-06       1.281960959386e-06 
  482       2.440931265970e+03       1.155454685299e+01       0.000000000000e+00      -7.954445105490e+01       2.242990994101e-08       8.391414666869e-06       1.263994474536e-06 
  483       2.451993062496e+03       1.137794142772e+01       0.000000000000e+00      -7.900992762285e+01       2.236369759095e-08       8.285944346675e-06       1.245965469105e-06 
  484       2.462960254638e+03       1.120328126174e+01       0.000000000000e+00      -7.844214116041e+01       2.229779529462e-08       8.183295063920e-06       1.227876991456e-06 
  485       2.473827289118e+03       1.103067038822e+01       0.000000000000e+00      -7.784154735127e+01       2.223220466624e-08       8.083417031011e-06       1.209732137968e-06 
  486       2.484588539574e+03       1.086021408309e+01       0.000000000000e+00      -7.720861386957e+01       2.216692658453e-08       7.986258080712e-06       1.191534053347e-06 
  487       2.495238306215e+03       1.069201887050e+01       0.000000000000e+00      -7.654382044860e+01       2.210196117517e-08       7.891763637160e-06       1.173285930937e-06 
  488       2.505770815477e+03       1.052619252820e+01       0.000000000000e+00      -7.584765894954e+01       2.203730779294e-08       7.799876686762e-06       1.154991013033e-06 
  489       2.516180219679e+03       1.036284409297e+01       0.000000000000e+00      -7.512063343015e+01       2.197296500386e-08       7.710537748952e-06       1.136652591194e-06 
  490       2.526460596682e+03       1.020208386606e+01       0.000000000000e+00      -7.436326021356e+01       2.190893056699e-08       7.623684846825e-06       1.118274006556e-06 
  491       2.536605949544e+03       1.004402341857e+01       0.000000000000e+00      -7.357606795689e+01       2.184520141614e-08       7.539253477643e-06       1.099858650150e-06 
  492       2.546610206174e+03       9.888775596895e+00       0.000000000000e+00      -7.275959772009e+01       2.178177364139e-08       7.457176583208e-06       1.081409963213e-06 
  493       2.556467218994e+03       9.736454528140e+00       0.000000000000e+00      -7.191440303456e+01       2.171864247041e-08       7.377384520111e-06       1.062931437508e-06 
  494       2.566170764589e+03       9.587175625531e+00       0.000000000000e+00      -7.104104997194e+01       2.165580224960e-08       7.299805029842e-06       1.044426615639e-06 
  495       2.575714543370e+03       9.441055593838e+00       0.000000000000e+00      -7.014011721282e+01       2.159324642506e-08       7.224363208786e-06       1.025899091369e-06 
  496       2.585092179224e+03       9.298212434792e+00       0.000000000000e+00      -6.921219611544e+01       2.153096752341e-08       7.150981478078e-06       1.007352509943e-06 
  497       2.594297219175e+03       9.158765452508e+00       0.000000000000e+00      -6.825789078442e+01       2.146895713232e-08       7.079579553332e-06       9.887905683988e-07 
  498       2.603323133041e+03       9.022835258896e+00       0.000000000000e+00      -6.727781813951e+01       2.140720588100e-08       7.010074414243e-06       9.702170158964e-07 
  499       2.612163313086e+03       8.890543779085e+00       0.000000000000e+00      -6.627260798427e+01       2.134570342037e-08       6.942380274058e-06       9.516356540330e-07 
  500       2.620811073679e+03       8.762014256839e+00       0.000000000000e+00      -6.524290307485e+01       2.128443840316e-08       6.876408548920e-06       9.330503371677e-07 
  501       2.629259650953e+03       8.637371259976e+00       0.000000000000e+00      -6.418935918865e+01       2.122339846374e-08       6.812067827080e-06       9.144649727427e-07 
  502       2.637502202457e+03       8.516740685788e+00       0.000000000000e+00      -6.311264519308e+01       2.116257019781e-08       6.749263837984e-06       8.958835216076e-07 
  503       2.645531806816e+03       8.400249766455e+00       0.000000000000e+00      -6.201344311429e+01       2.110193914186e-08       6.687899421224e-06       8.773099983431e-07 
  504       2.653341463383e+03       8.288027074470e+00       0.000000000000e+00      -6.089244820585e+01       2.104148975252e-08       6.627874495369e-06       8.587484715861e-07 
  505       2.660925108842e+03       8.180187541491e+00       0.000000000000e+00      -5.975034763860e+01       2.098120966831e-08       6.569105596691e-06       8.402024804636e-07 
  506       2.668280699897e+03       8.076787029258e+00       0.000000000000e+00      -5.858775575515e+01       2.092110280857e-08       6.511585488799e-06       8.216732554664e-07 
  507       2.675407218711e+03       7.977866460590e+00       0.000000000000e+00      -5.740527708559e+01       2.086117698545e-08       6.455326062640e-06       8.031614214722e-07 
  508       2.682303664133e+03       7.883466685970e+00       0.000000000000e+00      -5.620352761620e+01       2.080143967925e-08       6.400338993831e-06       7.846675742366e-07 
  509       2.688969051832e+03       7.793628481927e+00       0.000000000000e+00      -5.498313484821e+01       2.074189802904e-08       6.346635738628e-06       7.661922798927e-07 
  510       2.695402414429e+03       7.708392549416e+00       0.000000000000e+00      -5.374473785641e+01       2.068255882320e-08       6.294227529873e-06       7.477360744485e-07 
  511       2.701602801632e+03       7.627799512198e+00       0.000000000000e+00      -5.248898734789e+01       2.062342848981e-08       6.243125372930e-06       7.292994632818e-07 
  512       2.707569280370e+03       7.551889915223e+00       0.000000000000e+00      -5.121654572069e+01       2.056451308695e-08       6.193340041593e-06       7.108829206324e-07 
  513       2.713300934929e+03       7.480704223007e+00       0.000000000000e+00      -4.992808712250e+01       2.050581829295e-08       6.144882073975e-06       6.924868890918e-07 
  514       2.718796867082e+03       7.414282818015e+00       0.000000000000e+00      -4.862429750933e+01       2.044734939652e-08       6.097761768383e-06       6.741117790912e-07 
  515       2.724056196227e+03       7.352665999041e+00       0.000000000000e+00      -4.730587470421e+01       2.038911128672e-08       6.051989179165e-06       6.557579683855e-07 
  516       2.729078059517e+03       7.295893979589e+00       0.000000000000e+00      -4.597352845586e+01       2.033110844297e-08       6.007574112540e-06       6.374258015368e-07 
  517       2.733861612001e+03       7.244006886252e+00       0.000000000000e+00      -4.462798049737e+01       2.027334492478e-08       5.964526122415e-06       6.191155893934e-07 
  518       2.738406026748e+03       7.197044757095e+00       0.000000000000e+00      -4.326996460491e+01       2.021582436157e-08       5.922854506168e-06       6.008276085680e-07 
  519       2.742710494990e+03       7.155047540033e+00       0.000000000000e+00      -4.190022665636e+01       2.015854994223e-08       5.882568300425e-06       5.825621009123e-07 
  520       2.746774226251e+03       7.118055091214e+00       0.000000000000e+00      -4.051952469006e+01       2.010152440469e-08       5.843676276807e-06       5.643192729899e-07 
  521       2.750596448484e+03       7.086107173398e+00       0.000000000000e+00      -3.912862896344e+01       2.004475002532e-08       5.806186937663e-06       5.460992955460e-07 
  522       2.754176408201e+03       7.059243454336e+00       0.000000000000e+00      -3.772832201173e+01       1.998822860828e-08       5.770108511781e-06       5.279023029754e-07 
  523       2.757513370613e+03       7.037503505157e+00       0.000000000000e+00      -3.631939870664e+01       1.993196147475e-08       5.735448950079e-06       5.097283927874e-07 
  524       2.760606619757e+03       7.020926798738e+00       0.000000000000e+00      -3.490266631503e+01       1.987594945201e-08       5.702215921275e-06       4.915776250686e-07 
  525       2.763455458637e+03       7.009552708097e+00       0.000000000000e+00      -3.347894455760e+01       1.982019286254e-08       5.670416807540e-06       4.734500219429e-07 
  526       2.766059209353e+03       7.003420504762e+00       0.000000000000e+00      -3.204906566761e+01       1.976469151284e-08       5.640058700127e-06       4.553455670296e-07 
  527       2.768417213236e+03       7.002569357161e+00       0.000000000000e+00      -3.061387444947e+01       1.970944468237e-08       5.611148394985e-06       4.372642048981e-07 
  528       2.770528830985e+03       7.007038328994e+00       0.000000000000e+00      -2.917422833755e+01       1.965445111214e-08       5.583692388348e-06       4.192058405213e-07 
  529       2.772393442797e+03       7.016866377621e+00       0.000000000000e+00      -2.773099745473e+01       1.959970899343e-08       5.557696872308e-06       4.011703387254e-07 
  530       2.774010448504e+03       7.032092352440e+00       0.000000000000e+00      -2.628506467120e+01       1.954521595622e-08       5.533167730364e-06       3.831575236381e-07 
  531       2.775379267705e+03       7.052754993264e+00       0.000000000000e+00      -2.483732566306e+01       1.949096905764e-08       5.510110532958e-06       3.651671781335e-07 
  532       2.776499339902e+03       7.078892928708e+00       0.000000000000e+00      -2.338868897106e+01       1.943696477025e-08       5.488530532980e-06       3.471990432757e-07 
  533       2.777370124631e+03       7.110544674563e+00       0.000000000000e+00      -2.194007605924e+01       1.938319897024e-08       5.468432661268e-06       3.292528177586e-07 
  534       2.777991101601e+03       7.147748632183e+00       0.000000000000e+00      -2.049242137364e+01       1.932966692552e-08       5.449821522069e-06       3.113281573440e-07 
  535       2.778361770823e+03       7.190543086859e+00       0.000000000000e+00      -1.904667240098e+01       1.927636328369e-08       5.432701388502e-06       2.934246742974e-07 
  536       2.778481652746e+03       7.238966206207e+00       0.000000000000e+00      -1.760378972732e+01       1.922328205994e-08       5.417076197980e-06       2.755419368203e-07 
  537       2.778350288393e+03       7.293056038539e+00       0.000000000000e+00      -1.616474709677e+01       1.917041662481e-08       5.402949547628e-06       2.576794684816e-07 
  538       2.777967239491e+03       7.352850511255e+00       0.000000000000e+00      -1.473053147019e+01       1.911775969187e-08       5.390324689673e-06       2.398367476451e-07 
  539       2.777332088608e+03       7.418387429213e+00       0.000000000000e+00      -1.330214308381e+01       1.906530330523e-08       5.379204526813e-06       2.220132068951e-07 
  540       2.776444439287e+03       7.489704473116e+00       0.000000000000e+00      -1.188059550797e+01       1.901303882703e-08       5.369591607573e-06       2.042082324597e-07 
  541       2.775303916178e+03       7.566839197891e+00       0.000000000000e+00      -1.046691570578e+01       1.896095692481e-08       5.361488121637e-06       1.864211636314e-07 
  542       2.773910165175e+03       7.649829031070e+00       0.000000000000e+00      -9.062144091810e+00       1.890904755865e-08       5.354895895154e-06       1.686512921852e-07 
  543       2.772262853546e+03       7.738711271167e+00       0.000000000000e+00      -7.667334590777e+00       1.885729996839e-08       5.349816386038e-06       1.508978617943e-07 
  544       2.770362141142e+03       7.833510686933e+00       0.000000000000e+00      -6.283459733082e+00       1.880570561057e-08       5.346250001798e-06       1.331606071935e-07 
  545       2.768210107591e+03       7.934201953651e+00       0.000000000000e+00      -4.911123031082e+00       1.875426716909e-08       5.344194032568e-06       1.154413966739e-07 
  546       2.765809363556e+03       8.040746208473e+00       0.000000000000e+00      -3.550839022056e+00       1.870298999959e-08       5.343644625927e-06       9.774265424697e-08 
  547       2.763162583446e+03       8.153103351989e+00       0.000000000000e+00      -2.203127555248e+00       1.865187921643e-08       5.344597451287e-06       8.006682588436e-08 
  548       2.760272505737e+03       8.271232041591e+00       0.000000000000e+00      -8.685138121109e-01       1.860093968663e-08       5.347047694253e-06       6.241637958102e-08 
  549       2.757141933302e+03       8.395089684837e+00       0.000000000000e+00       4.524716734444e-01       1.855017602356e-08       5.350990050967e-06       4.479380541890e-08 
  550       2.753773733729e+03       8.524632432808e+00       0.000000000000e+00       1.759292994803e+00       1.849959258071e-08       5.356418722422e-06       2.720161563027e-08 
  551       2.750170839651e+03       8.659815173476e+00       0.000000000000e+00       3.051408852398e+00       1.844919344537e-08       5.363327408762e-06       9.642344661149e-09 
  552       2.746336249070e+03       8.800591525063e+00       0.000000000000e+00       4.328272533464e+00       1.839898243222e-08       5.371709303548e-06      -7.881450765486e-09 
  553       2.742273025679e+03       8.946913829402e+00       0.000000000000e+00       5.589331891792e+00       1.834896307691e-08       5.381557088010e-06      -2.536719158645e-08 
  554       2.737984299188e+03       9.098733145301e+00       0.000000000000e+00       6.834029327479e+00       1.829913862951e-08       5.392862925272e-06      -4.281227633521e-08 
  555       2.733473265651e+03       9.255999241905e+00       0.000000000000e+00       8.061801766683e+00       1.824951204799e-08       5.405618454556e-06      -6.021408107880e-08 
  556       2.728743187787e+03       9.418660592056e+00       0.000000000000e+00       9.272080641375e+00       1.820008599156e-08       5.419814785359e-06      -7.756995935479e-08 
  557       2.723797395308e+03       9.586664365659e+00       0.000000000000e+00       1.046429186909e+01       1.815086281399e-08       5.435442491613e-06      -9.487724210833e-08 
  558       2.718639285240e+03       9.759956423038e+00       0.000000000000e+00       1.163785583270e+01       1.810184455692e-08       5.452491605814e-06      -1.121332376293e-07 
  559       2.713272322252e+03       9.938481308304e+00       0.000000000000e+00       1.279218736012e+01       1.805303294294e-08       5.470951613141e-06      -1.293352314894e-07 
  560       2.707700038978e+03       1.012218224271e+01       0.000000000000e+00       1.392669570411e+01       1.800442936886e-08       5.490811445536e-06      -1.464804864794e-07 
  561       2.701926036341e+03       1.031100111803e+01       0.000000000000e+00       1.504078452201e+01       1.795603489867e-08       5.512059475772e-06      -1.635662425467e-07 
  562       2.695953983881e+03       1.050487848990e+01       0.000000000000e+00       1.613385185549e+01       1.790785025662e-08       5.534683511496e-06      -1.805897167322e-07 
  563       2.689787620076e+03       1.070375357117e+01       0.000000000000e+00       1.720529011029e+01       1.785987582016e-08       5.558670789246e-06      -1.975481031082e-07 
  564       2.683430752670e+03       1.090756422533e+01       0.000000000000e+00       1.825448603601e+01       1.781211161280e-08       5.584007968450e-06      -2.144385727156e-07 
  565       2.676887258994e+03       1.111624695978e+01       0.000000000000e+00       1.928082070582e+01       1.776455729699e-08       5.610681125393e-06      -2.312582735017e-07 
  566       2.670161086294e+03       1.132973691926e+01       0.000000000000e+00       2.028366949625e+01       1.771721216683e-08       5.638675747175e-06      -2.480043302576e-07 
  567       2.663256252055e+03       1.154796787920e+01       0.000000000000e+00       2.126240206692e+01       1.767007514085e-08       5.667976725631e-06      -2.646738445560e-07 
  568       2.656176844324e+03       1.177087223906e+01       0.000000000000e+00       2.221638234031e+01       1.762314475458e-08       5.698568351240e-06      -2.812638946890e-07 
  569       2.648927022038e+03       1.199838101570e+01       0.000000000000e+00       2.314496848147e+01       1.757641915316e-08       5.730434307004e-06      -2.977715356059e-07 
  570       2.641511015343e+03       1.223042383676e+01       0.000000000000e+00       2.404751287785e+01       1.752989608388e-08       5.763557662306e-06      -3.141937988510e-07 
  571       2.633933125926e+03       1.246692893400e+01       0.000000000000e+00       2.492336211898e+01       1.748357288861e-08       5.797920866745e-06      -3.305276925017e-07 
  572       2.626197727333e+03       1.270782313667e+01       0.000000000000e+00       2.577185697626e+01       1.743744649621e-08       5.833505743949e-06      -3.467702011063e-07 
  573       2.618309265300e+03       1.295303186489e+01       0.000000000000e+00       2.659233238270e+01       1.739151341485e-08       5.870293485364e-06      -3.629182856224e-07 
  574       2.610272258071e+03       1.320247912296e+01       0.000000000000e+00       2.738411741269e+01       1.734576972427e-08       5.908264644022e-06      -3.789688833549e-07 
  575       2.602091296728e+03       1.345608749280e+01       0.000000000000e+00       2.814653526173e+01       1.730021106800e-08       5.947399128279e-06      -3.949189078938e-07 
  576       2.593771045514e+03       1.371377812724e+01       0.000000000000e+00       2.887890322619e+01       1.725483264551e-08       5.987676195540e-06      -4.107652490534e-07 
  577       2.585316242156e+03       1.397547074341e+01       0.000000000000e+00       2.958053268308e+01       1.720962920424e-08       6.029074445957e-06      -4.265047728097e-07 
  578       2.576731698193e+03       1.424108361612e+01       0.000000000000e+00       3.025072906979e+01       1.716459503168e-08       6.071571816099e-06      -4.421343212393e-07 
  579       2.568022299298e+03       1.451053357119e+01       0.000000000000e+00       3.088879186382e+01       1.711972394724e-08       6.115145572606e-06      -4.576507124580e-07 
  580       2.559193005604e+03       1.478373597885e+01       0.000000000000e+00       3.149401456258e+01       1.707500929419e-08       6.159772305818e-06      -4.730507405588e-07 
  581       2.550248852027e+03       1.506060474705e+01       0.000000000000e+00       3.206568466311e+01       1.703044393147e-08       6.205427923378e-06      -4.883311755511e-07 
  582       2.541194948594e+03       1.534105231486e+01       0.000000000000e+00       3.260308364185e+01       1.698602022540e-08       6.252087643817e-06      -5.034887632989e-07 
  583       2.532036277211e+03       1.562498839228e+01       0.000000000000e+00       3.310559821752e+01       1.694173211584e-08       6.299727120845e-06      -5.185206999134e-07 
  584       2.522777075741e+03       1.591231615847e+01       0.000000000000e+00       3.357305723445e+01       1.689758144502e-08       6.348325875670e-06      -5.334260746007e-07 
  585       2.513421439178e+03       1.620293595542e+01       0.000000000000e+00       3.400540315514e+01       1.685357192747e-08       6.397863980386e-06      -5.482044806757e-07 
  586       2.503973522070e+03       1.649674652586e+01       0.000000000000e+00       3.440258155767e+01       1.680970709986e-08       6.448320933515e-06      -5.628555464126e-07 
  587       2.494437538761e+03       1.679364500617e+01       0.000000000000e+00       3.476454115464e+01       1.676599031683e-08       6.499675654683e-06      -5.773789354890e-07 
  588       2.484817763652e+03       1.709352691930e+01       0.000000000000e+00       3.509123381217e+01       1.672242474686e-08       6.551906479268e-06      -5.917743474322e-07 
  589       2.475118531450e+03       1.739628616769e+01       0.000000000000e+00       3.538261456887e+01       1.667901336803e-08       6.604991153034e-06      -6.060415180662e-07 
  590       2.465344237423e+03       1.770181502619e+01       0.000000000000e+00       3.563864165483e+01       1.663575896381e-08       6.658906826749e-06      -6.201802199616e-07 
  591       2.455499337651e+03       1.801000413500e+01       0.000000000000e+00       3.585927651055e+01       1.659266411881e-08       6.713630050778e-06      -6.341902628869e-07 
  592       2.445588349280e+03       1.832074249255e+01       0.000000000000e+00       3.604448380596e+01       1.654973121439e-08       6.769136769659e-06      -6.480714942612e-07 
  593       2.435615850777e+03       1.863391744846e+01       0.000000000000e+00       3.619423145938e+01       1.650696242441e-08       6.825402316665e-06      -6.618237996091e-07 
  594       2.425586482179e+03       1.894941469642e+01       0.000000000000e+00       3.630849065648e+01       1.646435971078e-08       6.882401408339e-06      -6.754471030175e-07 
  595       2.415504945347e+03       1.926711826717e+01       0.000000000000e+00       3.638723586930e+01       1.642192481905e-08       6.940108139018e-06      -6.889413675937e-07 
  596       2.405376004222e+03       1.958691052135e+01       0.000000000000e+00       3.643044487514e+01       1.637965927399e-08       6.998495975331e-06      -7.023065959257e-07 
  597       2.395204485075e+03       1.990867214247e+01       0.000000000000e+00       3.643809877565e+01       1.633756437504e-08       7.057537750683e-06      -7.155428305442e-07 
  598       2.384995276761e+03       2.023228212982e+01       0.000000000000e+00       3.641018201570e+01       1.629564119183e-08       7.117205659721e-06      -7.286501543862e-07 
  599       2.374753330971e+03       2.055761779136e+01       0.000000000000e+00       3.634668240241e+01       1.625389055957e-08       7.177471252773e-06      -7.416286912604e-07 
  600       2.364483662486e+03       2.088455473669e+01       0.000000000000e+00       3.624759112412e+01       1.621231307447e-08       7.238305430281e-06      -7.544786063150e-07 
  601       2.354191349430e+03       2.121296686994e+01       0.000000000000e+00       3.611290276936e+01       1.617090908909e-08       7.299678437201e-06      -7.672001065060e-07 
  602       2.343881533522e+03       2.154272638268e+01       0.000000000000e+00       3.594261534581e+01       1.612967870764e-08       7.361559857399e-06      -7.797934410688e-07 
  603       2.333559420331e+03       2.187370374686e+01       0.000000000000e+00       3.573673029930e+01       1.608862178128e-08       7.423918608011e-06      -7.922589019905e-07 
  604       2.323230279525e+03       2.220576770774e+01       0.000000000000e+00       3.549525253276e+01       1.604773790336e-08       7.486722933802e-06      -8.045968244842e-07 
  605       2.312899445128e+03       2.253878527678e+01       0.000000000000e+00       3.521819042523e+01       1.600702640462e-08       7.549940401492e-06      -8.168075874657e-07 
  606       2.302572315773e+03       2.287262172459e+01       0.000000000000e+00       3.490555585079e+01       1.596648634834e-08       7.613537894072e-06      -8.288916140309e-07 
  607       2.292254354950e+03       2.320714057382e+01       0.000000000000e+00       3.455736419758e+01       1.592611652551e-08       7.677481605094e-06      -8.408493719361e-07 
  608       2.281951091266e+03       2.354220359210e+01       0.000000000000e+00       3.417363438674e+01       1.588591544985e-08       7.741737032951e-06      -8.526813740791e-07 
  609       2.271668118690e+03       2.387767078497e+01       0.000000000000e+00       3.375438889140e+01       1.584588135294e-08       7.806268975126e-06      -8.643881789831e-07 
  610       2.261411096815e+03       2.421340038877e+01       0.000000000000e+00       3.329965375564e+01       1.580601217917e-08       7.871041522439e-06      -8.759703912814e-07 
  611       2.251185751103e+03       2.454924886358e+01       0.000000000000e+00       3.280945861351e+01       1.576630558074e-08       7.936018053254e-06      -8.874286622045e-07 
  612       2.240997873142e+03       2.488507088615e+01       0.000000000000e+00       3.228383670794e+01       1.572675891259e-08       8.001161227686e-06      -8.987636900687e-07 
  613       2.230853320898e+03       2.522071934279e+01       0.000000000000e+00       3.172282490977e+01       1.568736922728e-08       8.066432981781e-06      -9.099762207667e-07 
  614       2.220758018970e+03       2.555604532232e+01       0.000000000000e+00       3.112646373669e+01       1.564813326986e-08       8.131794521673e-06      -9.210670482600e-07 
  615       2.210717958839e+03       2.589089810897e+01       0.000000000000e+00       3.049479737224e+01       1.560904747269e-08       8.197206317733e-06      -9.320370150728e-07 
  616       2.200739199123e+03       2.622512517531e+01       0.000000000000e+00       2.982787368477e+01       1.557010795020e-08       8.262628098686e-06      -9.428870127875e-07 
  617       2.190827865831e+03       2.655857217517e+01       0.000000000000e+00       2.912574424640e+01       1.553131049365e-08       8.328018845722e-06      -9.536179825432e-07 
  618       2.180990152614e+03       2.689108293655e+01       0.000000000000e+00       2.838846435203e+01       1.549265056578e-08       8.393336786579e-06      -9.642309155343e-07 
  619       2.171232321021e+03       2.722249945457e+01       0.000000000000e+00       2.761609303830e+01       1.545412329551e-08       8.458539389611e-06      -9.747268535120e-07 
  620       2.161560700746e+03       2.755266188434e+01       0.000000000000e+00       2.680869310256e+01       1.541572347257e-08       8.523583357835e-06      -9.851068892875e-07 
  621       2.151981689890e+03       2.788140853394e+01       0.000000000000e+00       2.596633112184e+01       1.537744554202e-08       8.588424622965e-06      -9.953721672364e-07 
  622       2.142501112826e+03       2.820858764059e+01       0.000000000000e+00       2.508913841742e+01       1.533928508879e-08       8.653025708935e-06      -1.005523380962e-06 
  623       2.133122276805e+03       2.853409301674e+01       0.000000000000e+00       2.417749547832e+01       1.530124337886e-08       8.717378119042e-06      -1.015559245856e-06 
  624       2.123847870329e+03       2.885782922502e+01       0.000000000000e+00       2.323185189550e+01       1.526332301942e-08       8.781480722458e-06      -1.025477973946e-06 
  625       2.114680601460e+03       2.917969986711e+01       0.000000000000e+00       2.225266584515e+01       1.522552648516e-08       8.845332456341e-06      -1.035277771951e-06 
  626       2.105623197881e+03       2.949960758032e+01       0.000000000000e+00       2.124040412647e+01       1.518785611541e-08       8.908932326656e-06      -1.044956841328e-06 
  627       2.096678406943e+03       2.981745403417e+01       0.000000000000e+00       2.019554219962e+01       1.515031411137e-08       8.972279409007e-06      -1.054513378311e-06 
  628       2.087848995722e+03       3.013313992690e+01       0.000000000000e+00       1.911856422346e+01       1.511290253318e-08       9.035372849469e-06      -1.063945573956e-06 
  629       2.079137751074e+03       3.044656498212e+01       0.000000000000e+00       1.800996309349e+01       1.507562329704e-08       9.098211865418e-06      -1.073251614191e-06 
  630       2.070547479686e+03       3.075762794530e+01       0.000000000000e+00       1.687024047963e+01       1.503847817232e-08       9.160795746375e-06      -1.082429679853e-06 
  631       2.062081008133e+03       3.106622658041e+01       0.000000000000e+00       1.569990686410e+01       1.500146877860e-08       9.223123854843e-06      -1.091477946737e-06 
  632       2.053741182932e+03       3.137225766643e+01       0.000000000000e+00       1.449948157928e+01       1.496459658273e-08       9.285195627154e-06      -1.100394585642e-06 
  633       2.045530870592e+03       3.167561699397e+01       0.000000000000e+00       1.326949284552e+01       1.492786289581e-08       9.347010574312e-06      -1.109177762414e-06 
  634       2.037452957673e+03       3.197619936180e+01       0.000000000000e+00       1.201047780902e+01       1.489126887024e-08       9.408568282850e-06      -1.117825637992e-06 
  635       2.029510350839e+03       3.227389857343e+01       0.000000000000e+00       1.072298257967e+01       1.485481549662e-08       9.469868415678e-06      -1.126336368458e-06 
  636       2.021705976907e+03       3.256860743370e+01       0.000000000000e+00       9.407562268894e+00       1.481850360076e-08       9.530910712942e-06      -1.134708105077e-06 
  637       2.014042782910e+03       3.286021774532e+01       0.000000000000e+00       8.064781027500e+00       1.478233384056e-08       9.591694992882e-06      -1.142938994350e-06 
  638       2.006523736142e+03       3.314862030545e+01       0.000000000000e+00       6.695212083527e+00       1.474630670292e-08       9.652221152699e-06      -1.151027178056e-06 
  639       1.999151824219e+03       3.343370490228e+01       0.000000000000e+00       5.299437780097e+00       1.471042250060e-08       9.712489169416e-06      -1.158970793303e-06 
  640       1.991930055127e+03       3.371536031159e+01       0.000000000000e+00       3.878049613259e+00       1.467468136913e-08       9.772499100749e-06      -1.166767972571e-06 
  641       1.984861457284e+03       3.399347429331e+01       0.000000000000e+00       2.431648269840e+00       1.463908326354e-08       9.832251085983e-06      -1.174416843766e-06 
  642       1.977949079584e+03       3.426793358811e+01       0.000000000000e+00       9.608436652905e-01       1.460362795524e-08       9.891745346841e-06      -1.181915530262e-06 
  643       1.971195991459e+03       3.453862391394e+01       0.000000000000e+00      -5.337450184638e-01       1.456831502878e-08       9.950982188366e-06      -1.189262150953e-06 
  644       1.964605282931e+03       3.480542996264e+01       0.000000000000e+00      -2.051489295177e+00       1.453314387858e-08       1.000996199980e-05      -1.196454820300e-06 
  645       1.958180064663e+03       3.506823539646e+01       0.000000000000e+00      -3.591751336434e+00       1.449811370567e-08       1.006868525548e-05      -1.203491648383e-06 
  646       1.951923468017e+03       3.532692284468e+01       0.000000000000e+00      -5.153883933802e+00       1.446322351443e-08       1.012715251571e-05      -1.210370740943e-06 
  647       1.945838645106e+03       3.558137390014e+01       0.000000000000e+00      -6.737230460981e+00       1.442847210920e-08       1.018536442766e-05      -1.217090199442e-06 
  648       1.939928768847e+03       3.583146911583e+01       0.000000000000e+00      -8.341124835960e+00       1.439385809102e-08       1.024332172625e-05      -1.223648121102e-06 
  649       1.934197033020e+03       3.607708800145e+01       0.000000000000e+00      -9.964891483163e+00       1.435937985418e-08       1.030102523507e-05      -1.230042598964e-06 
  650       1.928646652314e+03       3.631810901997e+01       0.000000000000e+00      -1.160784529561e+01       1.432503558291e-08       1.035847586725e-05      -1.236271721931e-06 
  651       1.923280862389e+03       3.655440958424e+01       0.000000000000e+00      -1.326929159704e+01       1.429082324787e-08       1.041567462641e-05      -1.242333574824e-06 
  652       1.918102919925e+03       3.678586605350e+01       0.000000000000e+00      -1.494852610413e+01       1.425674060281e-08       1.047262260751e-05      -1.248226238431e-06 
  653       1.913116102677e+03       3.701235373000e+01       0.000000000000e+00      -1.664483488856e+01       1.422278518101e-08       1.052932099779e-05      -1.253947789559e-06 
  654       1.908323709532e+03       3.723374685553e+01       0.000000000000e+00      -1.835749433922e+01       1.418895429184e-08       1.058577107768e-05      -1.259496301081e-06 
  655       1.903729060558e+03       3.744991860803e+01       0.000000000000e+00      -2.008577112436e+01       1.415524501724e-08       1.064197422171e-05      -1.264869841996e-06 
  656       1.899335497062e+03       3.766074109812e+01       0.000000000000e+00      -2.182892215372e+01       1.412165420816e-08       1.069793189946e-05      -1.270066477474e-06 
  657       1.895146381642e+03       3.786608536570e+01       0.000000000000e+00      -2.358619454070e+01       1.408817848099e-08       1.075364567643e-05      -1.275084268911e-06 
  658       1.891165098243e+03       3.806582137649e+01       0.000000000000e+00      -2.535682556450e+01       1.405481421401e-08       1.080911721499e-05      -1.279921273981e-06 
  659       1.887395052208e+03       3.825981801862e+01       0.000000000000e+00      -2.714004263227e+01       1.402155754370e-08       1.086434827532e-05      -1.284575546690e-06 
  660       1.883839670336e+03       3.844794309921e+01       0.000000000000e+00      -2.893506324127e+01       1.398840436116e-08       1.091934071633e-05      -1.289045137429e-06 
  661       1.880501761464e+03       3.863008149335e+01       0.000000000000e+00      -3.074111945206e+01       1.395535139530e-08       1.097409463650e-05      -1.293328528581e-06 
  662       1.877381582646e+03       3.880619003751e+01       0.000000000000e+00      -3.255753197695e+01       1.392239952239e-08       1.102860272698e-05      -1.297425957071e-06 
