# total [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
 1659       3.679294936902e+02       1.991965809346e+01       0.000000000000e+00      -3.050823182529e+01       2.677489678633e-09       3.982897466427e-07       1.871108760860e-07 
 1660       3.682456926767e+02       1.980328942826e+01       0.000000000000e+00      -3.079306477324e+01       2.674103551141e-09       3.904426795047e-07       1.862385179159e-07 
 1661       3.685808460817e+02       1.968529814115e+01       0.000000000000e+00      -3.107047405015e+01       2.670722932497e-09       3.827010912328e-07       1.853511651364e-07 
 1662       3.689343113844e+02       1.956572736595e+01       0.000000000000e+00      -3.134035870071e+01       2.667347806619e-09       3.750753340573e-07       1.844490435771e-07 
 1663       3.693054427248e+02       1.944462046252e+01       0.000000000000e+00      -3.160261738594e+01       2.663978156377e-09       3.675758317937e-07       1.835323810356e-07 
 1664       3.696935908989e+02       1.932202101713e+01       0.000000000000e+00      -3.185714838272e+01       2.660613963589e-09       3.602130800539e-07       1.826014072830e-07 
 1665       3.700981033531e+02       1.919797284272e+01       0.000000000000e+00      -3.210384958320e+01       2.657255209015e-09       3.529976464591e-07       1.816563540710e-07 
 1666       3.705183241791e+02       1.907251997936e+01       0.000000000000e+00      -3.234261849431e+01       2.653901872344e-09       3.459401708515e-07       1.806974551375e-07 
 1667       3.709535941092e+02       1.894570669452e+01       0.000000000000e+00      -3.257335223725e+01       2.650553932196e-09       3.390513655073e-07       1.797249462134e-07 
 1668       3.714032505107e+02       1.881757748345e+01       0.000000000000e+00      -3.279594754694e+01       2.647211366108e-09       3.323420153499e-07       1.787390650282e-07 
 1669       3.718666273809e+02       1.868817706951e+01       0.000000000000e+00      -3.301030077149e+01       2.643874150530e-09       3.258229781621e-07       1.777400513168e-07 
 1670       3.723430553420e+02       1.855755040454e+01       0.000000000000e+00      -3.321630787172e+01       2.640542260820e-09       3.195051848004e-07       1.767281468256e-07 
 1671       3.728318616360e+02       1.842574266920e+01       0.000000000000e+00      -3.341386442057e+01       2.637215671235e-09       3.133996394084e-07       1.757035953187e-07 
 1672       3.733323701193e+02       1.829279927330e+01       0.000000000000e+00      -3.360286560264e+01       2.633894354923e-09       3.075174196305e-07       1.746666425843e-07 
 1673       3.738439012580e+02       1.815876585619e+01       0.000000000000e+00      -3.378320621363e+01       2.630578283919e-09       3.018696768261e-07       1.736175364408e-07 
 1674       3.743657721222e+02       1.802368828707e+01       0.000000000000e+00      -3.395478065982e+01       2.627267429138e-09       2.964676362843e-07       1.725565267436e-07 
 1675       3.748973206694e+02       1.788761245914e+01       0.000000000000e+00      -3.411750659592e+01       2.623961766648e-09       2.913198646113e-07       1.714838411481e-07 
 1676       3.754379788351e+02       1.775058366938e+01       0.000000000000e+00      -3.427139606546e+01       2.620661296636e-09       2.864240322963e-07       1.703996120414e-07 
 1677       3.759872000702e+02       1.761264723407e+01       0.000000000000e+00      -3.441648498075e+01       2.617366024763e-09       2.817750437046e-07       1.693039486669e-07 
 1678       3.765444351067e+02       1.747384869478e+01       0.000000000000e+00      -3.455280954143e+01       2.614075955903e-09       2.773677599940e-07       1.681969612831e-07 
 1679       3.771091319537e+02       1.733423381881e+01       0.000000000000e+00      -3.468040623488e+01       2.610791094138e-09       2.731969989794e-07       1.670787611667e-07 
 1680       3.776807358934e+02       1.719384859944e+01       0.000000000000e+00      -3.479931183678e+01       2.607511442753e-09       2.692575349969e-07       1.659494606164e-07 
 1681       3.782586894767e+02       1.705273925630e+01       0.000000000000e+00      -3.490956341157e+01       2.604237004231e-09       2.655440987681e-07       1.648091729556e-07 
 1682       3.788424325194e+02       1.691095223573e+01       0.000000000000e+00      -3.501119831292e+01       2.600967780248e-09       2.620513772637e-07       1.636580125357e-07 
 1683       3.794314020980e+02       1.676853421109e+01       0.000000000000e+00      -3.510425418423e+01       2.597703771665e-09       2.587740135672e-07       1.624960947398e-07 
 1684       3.800250325452e+02       1.662553208312e+01       0.000000000000e+00      -3.518876895914e+01       2.594444978525e-09       2.557066067388e-07       1.613235359853e-07 
 1685       3.806227554467e+02       1.648199298026e+01       0.000000000000e+00      -3.526478086197e+01       2.591191400049e-09       2.528437116784e-07       1.601404537276e-07 
 1686       3.812239996361e+02       1.633796425900e+01       0.000000000000e+00      -3.533232840824e+01       2.587943034624e-09       2.501798389892e-07       1.589469664631e-07 
 1687       3.818281911915e+02       1.619349350424e+01       0.000000000000e+00      -3.539145040513e+01       2.584699879807e-09       2.477094548404e-07       1.577431937326e-07 
 1688       3.824347534308e+02       1.604862852959e+01       0.000000000000e+00      -3.544218595201e+01       2.581461932311e-09       2.454269808302e-07       1.565292561246e-07 
 1689       3.830431069084e+02       1.590341737773e+01       0.000000000000e+00      -3.548457444086e+01       2.578229188005e-09       2.433267938487e-07       1.553052752783e-07 
 1690       3.836526694103e+02       1.575790832075e+01       0.000000000000e+00      -3.551865555684e+01       2.575001641904e-09       2.414032259403e-07       1.540713738873e-07 
 1691       3.842628559503e+02       1.561214986049e+01       0.000000000000e+00      -3.554446927870e+01       2.571779288169e-09       2.396505641662e-07       1.528276757023e-07 
 1692       3.848730787661e+02       1.546619072888e+01       0.000000000000e+00      -3.556205587930e+01       2.568562120096e-09       2.380630504663e-07       1.515743055351e-07 
 1693       3.854827473149e+02       1.532007988826e+01       0.000000000000e+00      -3.557145592610e+01       2.565350130114e-09       2.366348815218e-07       1.503113892610e-07 
 1694       3.860912682693e+02       1.517386653177e+01       0.000000000000e+00      -3.557271028163e+01       2.562143309778e-09       2.353602086167e-07       1.490390538230e-07 
 1695       3.866980455134e+02       1.502760008361e+01       0.000000000000e+00      -3.556586010400e+01       2.558941649764e-09       2.342331374996e-07       1.477574272344e-07 
 1696       3.873024801387e+02       1.488133019947e+01       0.000000000000e+00      -3.555094684736e+01       2.555745139860e-09       2.332477282455e-07       1.464666385824e-07 
 1697       3.879039704397e+02       1.473510676679e+01       0.000000000000e+00      -3.552801226241e+01       2.552553768968e-09       2.323979951167e-07       1.451668180312e-07 
 1698       3.885019119099e+02       1.458897990515e+01       0.000000000000e+00      -3.549709839686e+01       2.549367525090e-09       2.316779064247e-07       1.438580968258e-07 
 1699       3.890956972381e+02       1.444299996658e+01       0.000000000000e+00      -3.545824759594e+01       2.546186395328e-09       2.310813843907e-07       1.425406072944e-07 
 1700       3.896847163037e+02       1.429721753594e+01       0.000000000000e+00      -3.541150250287e+01       2.543010365876e-09       2.306023050069e-07       1.412144828528e-07 
 1701       3.902683561729e+02       1.415168343121e+01       0.000000000000e+00      -3.535690605936e+01       2.539839422013e-09       2.302344978967e-07       1.398798580067e-07 
 1702       3.908460010945e+02       1.400644870385e+01       0.000000000000e+00      -3.529450150608e+01       2.536673548102e-09       2.299717461762e-07       1.385368683558e-07 
 1703       3.914170324961e+02       1.386156463916e+01       0.000000000000e+00      -3.522433238318e+01       2.533512727578e-09       2.298077863135e-07       1.371856505965e-07 
 1704       3.919808289794e+02       1.371708275658e+01       0.000000000000e+00      -3.514644253073e+01       2.530356942947e-09       2.297363079897e-07       1.358263425258e-07 
 1705       3.925367663167e+02       1.357305481006e+01       0.000000000000e+00      -3.506087608922e+01       2.527206175779e-09       2.297509539589e-07       1.344590830441e-07 
 1706       3.930842174465e+02       1.342953278838e+01       0.000000000000e+00      -3.496767750008e+01       2.524060406701e-09       2.298453199077e-07       1.330840121588e-07 
 1707       3.936225524692e+02       1.328656891552e+01       0.000000000000e+00      -3.486689150612e+01       2.520919615393e-09       2.300129543154e-07       1.317012709878e-07 
 1708       3.941511386434e+02       1.314421565097e+01       0.000000000000e+00      -3.475856315205e+01       2.517783780580e-09       2.302473583134e-07       1.303110017624e-07 
 1709       3.946693403817e+02       1.300252569006e+01       0.000000000000e+00      -3.464273778495e+01       2.514652880029e-09       2.305419855443e-07       1.289133478310e-07 
 1710       3.951765192463e+02       1.286155196433e+01       0.000000000000e+00      -3.451946105475e+01       2.511526890540e-09       2.308902420218e-07       1.275084536623e-07 
 1711       3.956720339453e+02       1.272134764188e+01       0.000000000000e+00      -3.438877891475e+01       2.508405787943e-09       2.312854859893e-07       1.260964648488e-07 
 1712       3.961552403282e+02       1.258196612764e+01       0.000000000000e+00      -3.425073762205e+01       2.505289547090e-09       2.317210277788e-07       1.246775281098e-07 
 1713       3.966254913820e+02       1.244346106379e+01       0.000000000000e+00      -3.410538373809e+01       2.502178141852e-09       2.321901296701e-07       1.232517912953e-07 
 1714       3.970822060724e+02       1.230588195241e+01       0.000000000000e+00      -3.395277670281e+01       2.499071550634e-09       2.326871452824e-07       1.218194031434e-07 
 1715       3.975250765168e+02       1.216926098200e+01       0.000000000000e+00      -3.379302667367e+01       2.495969773054e-09       2.332109539955e-07       1.203805125450e-07 
 1716       3.979538625713e+02       1.203362608920e+01       0.000000000000e+00      -3.362625701060e+01       2.492872813538e-09       2.337615702005e-07       1.189352692769e-07 
 1717       3.983683231453e+02       1.189900532637e+01       0.000000000000e+00      -3.345259173264e+01       2.489780675820e-09       2.343390077473e-07       1.174838242490e-07 
 1718       3.987682161995e+02       1.176542686176e+01       0.000000000000e+00      -3.327215551895e+01       2.486693362931e-09       2.349432799422e-07       1.160263295085e-07 
 1719       3.991532987453e+02       1.163291897968e+01       0.000000000000e+00      -3.308507370978e+01       2.483610877199e-09       2.355743995463e-07       1.145629382425e-07 
 1720       3.995233268432e+02       1.150151008063e+01       0.000000000000e+00      -3.289147230748e+01       2.480533220243e-09       2.362323787724e-07       1.130938047818e-07 
 1721       3.998780556012e+02       1.137122868150e+01       0.000000000000e+00      -3.269147797751e+01       2.477460392967e-09       2.369172292835e-07       1.116190846042e-07 
 1722       4.002172391741e+02       1.124210341570e+01       0.000000000000e+00      -3.248521804943e+01       2.474392395559e-09       2.376289621904e-07       1.101389343377e-07 
 1723       4.005406307618e+02       1.111416303336e+01       0.000000000000e+00      -3.227282051790e+01       2.471329227483e-09       2.383675880494e-07       1.086535117640e-07 
 1724       4.008479826082e+02       1.098743640144e+01       0.000000000000e+00      -3.205441404369e+01       2.468270887474e-09       2.391331168599e-07       1.071629758218e-07 
 1725       4.011390459996e+02       1.086195250391e+01       0.000000000000e+00      -3.183012795466e+01       2.465217373535e-09       2.399255580628e-07       1.056674866102e-07 
 1726       4.014135712640e+02       1.073774044194e+01       0.000000000000e+00      -3.160009224677e+01       2.462168682934e-09       2.407449205376e-07       1.041672053923e-07 
 1727       4.016713077691e+02       1.061482943401e+01       0.000000000000e+00      -3.136443758509e+01       2.459124812195e-09       2.415912126007e-07       1.026622945981e-07 
 1728       4.019120039215e+02       1.049324881611e+01       0.000000000000e+00      -3.112329530478e+01       2.456085757096e-09       2.424644420028e-07       1.011529178282e-07 
 1729       4.021354071652e+02       1.037302804190e+01       0.000000000000e+00      -3.087679741212e+01       2.453051512664e-09       2.433646159269e-07       9.963923985736e-08 
 1730       4.023412639803e+02       1.025419668284e+01       0.000000000000e+00      -3.062507658544e+01       2.450022073169e-09       2.442917409859e-07       9.812142663749e-08 
 1731       4.025293198819e+02       1.013678442838e+01       0.000000000000e+00      -3.036826617623e+01       2.446997432122e-09       2.452458232206e-07       9.659964530132e-08 
 1732       4.026993194185e+02       1.002082108611e+01       0.000000000000e+00      -3.010650021003e+01       2.443977582265e-09       2.462268680971e-07       9.507406416573e-08 
 1733       4.028510061708e+02       9.906336581899e+00       0.000000000000e+00      -2.983991338751e+01       2.440962515572e-09       2.472348805051e-07       9.354485273513e-08 
 1734       4.029841227508e+02       9.793360960114e+00       0.000000000000e+00      -2.956864108541e+01       2.437952223242e-09       2.482698647550e-07       9.201218170493e-08 
 1735       4.030984107999e+02       9.681924383722e+00       0.000000000000e+00      -2.929281935758e+01       2.434946695693e-09       2.493318245762e-07       9.047622296491e-08 
 1736       4.031936109878e+02       9.572057134479e+00       0.000000000000e+00      -2.901258493596e+01       2.431945922557e-09       2.504207631147e-07       8.893714960264e-08 
 1737       4.032694630116e+02       9.463789613084e+00       0.000000000000e+00      -2.872807523160e+01       2.428949892679e-09       2.515366829306e-07       8.739513590692e-08 
 1738       4.033257055938e+02       9.357152339342e+00       0.000000000000e+00      -2.843942833564e+01       2.425958594105e-09       2.526795859961e-07       8.585035737121e-08 
 1739       4.033620764818e+02       9.252175952322e+00       0.000000000000e+00      -2.814678302029e+01       2.422972014085e-09       2.538494736933e-07       8.430299069703e-08 
 1740       4.033783124459e+02       9.148891210521e+00       0.000000000000e+00      -2.785027873989e+01       2.419990139063e-09       2.550463468117e-07       8.275321379742e-08 
 1741       4.033741492783e+02       9.047328992023e+00       0.000000000000e+00      -2.755005563185e+01       2.417012954675e-09       2.562702055462e-07       8.120120580039e-08 
 1742       4.033493217921e+02       8.947520294659e+00       0.000000000000e+00      -2.724625451768e+01       2.414040445739e-09       2.575210494944e-07       7.964714705232e-08 
 1743       4.033035638193e+02       8.849496236168e+00       0.000000000000e+00      -2.693901690399e+01       2.411072596259e-09       2.587988776550e-07       7.809121912144e-08 
 1744       4.032366082102e+02       8.753288054361e+00       0.000000000000e+00      -2.662848498347e+01       2.408109389410e-09       2.601036884249e-07       7.653360480125e-08 
 1745       4.031481868317e+02       8.658927107277e+00       0.000000000000e+00      -2.631480163591e+01       2.405150807540e-09       2.614354795972e-07       7.497448811404e-08 
 1746       4.030380305663e+02       8.566444873345e+00       0.000000000000e+00      -2.599811042920e+01       2.402196832163e-09       2.627942483591e-07       7.341405431424e-08 
 1747       4.029058693103e+02       8.475872951550e+00       0.000000000000e+00      -2.567855562029e+01       2.399247443954e-09       2.641799912891e-07       7.185248989199e-08 
 1748       4.027514319732e+02       8.387243061584e+00       0.000000000000e+00      -2.535628215626e+01       2.396302622741e-09       2.655927043553e-07       7.028998257654e-08 
 1749       4.025744464757e+02       8.300587044016e+00       0.000000000000e+00      -2.503143567525e+01       2.393362347507e-09       2.670323829128e-07       6.872672133973e-08 
 1750       4.023746397490e+02       8.215936860448e+00       0.000000000000e+00      -2.470416250751e+01       2.390426596377e-09       2.684990217014e-07       6.716289639947e-08 
 1751       4.021517377332e+02       8.133324593676e+00       0.000000000000e+00      -2.437460967637e+01       2.387495346619e-09       2.699926148434e-07       6.559869922323e-08 
 1752       4.019054653759e+02       8.052782447852e+00       0.000000000000e+00      -2.404292489924e+01       2.384568574637e-09       2.715131558412e-07       6.403432253151e-08 
 1753       4.016356154850e+02       7.974336951384e+00       0.000000000000e+00      -2.370925307325e+01       2.381646260843e-09       2.730605894232e-07       6.246994603889e-08 
 1754       4.013422559166e+02       7.897991512411e+00       0.000000000000e+00      -2.337372569803e+01       2.378728404389e-09       2.746346664256e-07       6.090569347505e-08 
 1755       4.010255241137e+02       7.823743718036e+00       0.000000000000e+00      -2.303647136657e+01       2.375815008672e-09       2.762350870898e-07       5.934167503285e-08 
 1756       4.006855584112e+02       7.751591118305e+00       0.000000000000e+00      -2.269761927356e+01       2.372906076473e-09       2.778615490421e-07       5.777800158387e-08 
 1757       4.003224980364e+02       7.681531226145e+00       0.000000000000e+00      -2.235729921615e+01       2.370001609954e-09       2.795137472855e-07       5.621478468018e-08 
 1758       3.999364831114e+02       7.613561517292e+00       0.000000000000e+00      -2.201564159487e+01       2.367101610653e-09       2.811913741921e-07       5.465213655622e-08 
 1759       3.995276546539e+02       7.547679430230e+00       0.000000000000e+00      -2.167277741445e+01       2.364206079481e-09       2.828941194944e-07       5.309017013060e-08 
 1760       3.990961545786e+02       7.483882366125e+00       0.000000000000e+00      -2.132883828475e+01       2.361315016716e-09       2.846216702784e-07       5.152899900794e-08 
 1761       3.986421256990e+02       7.422167688758e+00       0.000000000000e+00      -2.098395642155e+01       2.358428422001e-09       2.863737109743e-07       4.996873748072e-08 
 1762       3.981657117282e+02       7.362532724461e+00       0.000000000000e+00      -2.063826464744e+01       2.355546294340e-09       2.881499233498e-07       4.840950053110e-08 
 1763       3.976670572807e+02       7.304974762051e+00       0.000000000000e+00      -2.029189639270e+01       2.352668632091e-09       2.899499865011e-07       4.685140383275e-08 
 1764       3.971463078740e+02       7.249491052764e+00       0.000000000000e+00      -1.994498569615e+01       2.349795432967e-09       2.917735768452e-07       4.529456375271e-08 
 1765       3.966036099292e+02       7.196078810189e+00       0.000000000000e+00      -1.959766720599e+01       2.346926694027e-09       2.936203681122e-07       4.373909735325e-08 
 1766       3.960391107732e+02       7.144735210206e+00       0.000000000000e+00      -1.925007618069e+01       2.344062411675e-09       2.954900313367e-07       4.218512239366e-08 
 1767       3.954529586397e+02       7.095457390915e+00       0.000000000000e+00      -1.890234848985e+01       2.341202581653e-09       2.973822348500e-07       4.063275733214e-08 
 1768       3.948453026707e+02       7.048242452575e+00       0.000000000000e+00      -1.855462061506e+01       2.338347199043e-09       2.992966442723e-07       3.908212132765e-08 
 1769       3.942162929178e+02       7.003087457537e+00       0.000000000000e+00      -1.820702965074e+01       2.335496258254e-09       3.012329225040e-07       3.753333424173e-08 
 1770       3.935660803436e+02       6.959989430179e+00       0.000000000000e+00      -1.785971330504e+01       2.332649753025e-09       3.031907297183e-07       3.598651664040e-08 
 1771       3.928948168233e+02       6.918945356837e+00       0.000000000000e+00      -1.751280990067e+01       2.329807676419e-09       3.051697233525e-07       3.444178979596e-08 
 1772       3.922026551459e+02       6.879952185745e+00       0.000000000000e+00      -1.716645837579e+01       2.326970020816e-09       3.071695581005e-07       3.289927568889e-08 
 1773       3.914897490154e+02       6.843006826968e+00       0.000000000000e+00      -1.682079828484e+01       2.324136777914e-09       3.091898859042e-07       3.135909700969e-08 
 1774       3.907562530527e+02       6.808106152332e+00       0.000000000000e+00      -1.647596979944e+01       2.321307938719e-09       3.112303559456e-07       2.982137716075e-08 
 1775       3.900023227966e+02       6.775246995365e+00       0.000000000000e+00      -1.613211370921e+01       2.318483493546e-09       3.132906146386e-07       2.828624025819e-08 
 1776       3.892281147053e+02       6.744426151227e+00       0.000000000000e+00      -1.578937142269e+01       2.315663432011e-09       3.153703056209e-07       2.675381113376e-08 
 1777       3.884337861578e+02       6.715640376646e+00       0.000000000000e+00      -1.544788496814e+01       2.312847743031e-09       3.174690697460e-07       2.522421533669e-08 
 1778       3.876194954553e+02       6.688886389854e+00       0.000000000000e+00      -1.510779699443e+01       2.310036414814e-09       3.195865450747e-07       2.369757913555e-08 
 1779       3.867854018225e+02       6.664160870517e+00       0.000000000000e+00      -1.476925077191e+01       2.307229434860e-09       3.217223668672e-07       2.217402952013e-08 
 1780       3.859316654092e+02       6.641460459676e+00       0.000000000000e+00      -1.443239019327e+01       2.304426789953e-09       3.238761675748e-07       2.065369420334e-08 
 1781       3.850584472915e+02       6.620781759676e+00       0.000000000000e+00      -1.409735977438e+01       2.301628466162e-09       3.260475768320e-07       1.913670162301e-08 
 1782       3.841659094732e+02       6.602121334103e+00       0.000000000000e+00      -1.376430465520e+01       2.298834448828e-09       3.282362214478e-07       1.762318094387e-08 
 1783       3.832542148873e+02       6.585475707717e+00       0.000000000000e+00      -1.343337060057e+01       2.296044722570e-09       3.304417253978e-07       1.611326205933e-08 
 1784       3.823235273974e+02       6.570841366388e+00       0.000000000000e+00      -1.310470400116e+01       2.293259271272e-09       3.326637098162e-07       1.460707559343e-08 
 1785       3.813740117988e+02       6.558214757033e+00       0.000000000000e+00      -1.277845187424e+01       2.290478078084e-09       3.349017929870e-07       1.310475290269e-08 
 1786       3.804058338205e+02       6.547592287543e+00       0.000000000000e+00      -1.245476186463e+01       2.287701125418e-09       3.371555903363e-07       1.160642607801e-08 
 1787       3.794191601259e+02       6.538970326724e+00       0.000000000000e+00      -1.213378224550e+01       2.284928394937e-09       3.394247144239e-07       1.011222794655e-08 
 1788       3.784141583146e+02       6.532345204230e+00       0.000000000000e+00      -1.181566191925e+01       2.282159867559e-09       3.417087749350e-07       8.622292073627e-09 
 1789       3.773909969237e+02       6.527713210498e+00       0.000000000000e+00      -1.150055041839e+01       2.279395523449e-09       3.440073786717e-07       7.136752764584e-09 
 1790       3.763498454293e+02       6.525070596678e+00       0.000000000000e+00      -1.118859790638e+01       2.276635342013e-09       3.463201295454e-07       5.655745066713e-09 
 1791       3.752908742475e+02       6.524413574575e+00       0.000000000000e+00      -1.087995517849e+01       2.273879301898e-09       3.486466285678e-07       4.179404771132e-09 
 1792       3.742142865653e+02       6.525734550339e+00       0.000000000000e+00      -1.057475872958e+01       2.271127385308e-09       3.509865331340e-07       2.707864707064e-09 
 1793       3.731204141125e+02       6.529010792060e+00       0.000000000000e+00      -1.027308582220e+01       2.268379591062e-09       3.533397356804e-07       1.241243571206e-09 
 1794       3.720096221743e+02       6.534215669506e+00       0.000000000000e+00      -9.974999053269e+00       2.265635921743e-09       3.557061871978e-07      -2.203430346162e-10 
 1795       3.708822778360e+02       6.541322411759e+00       0.000000000000e+00      -9.680561254216e+00       2.262896379386e-09       3.580858381363e-07      -1.676778906738e-09 
 1796       3.697387499855e+02       6.550304107000e+00       0.000000000000e+00      -9.389835491260e+00       2.260160965480e-09       3.604786384039e-07      -3.127947238164e-09 
 1797       3.685794093161e+02       6.561133702313e+00       0.000000000000e+00      -9.102885065727e+00       2.257429680959e-09       3.628845373649e-07      -4.573730617078e-09 
 1798       3.674046283287e+02       6.573784003472e+00       0.000000000000e+00      -8.819773514351e+00       2.254702526201e-09       3.653034838383e-07      -6.014011025353e-09 
 1799       3.662147813348e+02       6.588227674739e+00       0.000000000000e+00      -8.540564609580e+00       2.251979501024e-09       3.677354260959e-07      -7.448669837056e-09 
 1800       3.650102444587e+02       6.604437238654e+00       0.000000000000e+00      -8.265322359880e+00       2.249260604685e-09       3.701803118609e-07      -8.877587816953e-09 
 1801       3.637913956404e+02       6.622385075833e+00       0.000000000000e+00      -7.994111010041e+00       2.246545835872e-09       3.726380883058e-07      -1.030064511901e-08 
 1802       3.625586146380e+02       6.642043424758e+00       0.000000000000e+00      -7.726995041477e+00       2.243835192704e-09       3.751087020513e-07      -1.171772128491e-08 
 1803       3.613122830302e+02       6.663384381573e+00       0.000000000000e+00      -7.464039172537e+00       2.241128672724e-09       3.775920991641e-07      -1.312869524252e-08 
 1804       3.600527842193e+02       6.686379899879e+00       0.000000000000e+00      -7.205308358806e+00       2.238426272903e-09       3.800882251554e-07      -1.453344530442e-08 
 1805       3.587805034332e+02       6.711001790523e+00       0.000000000000e+00      -6.950867793411e+00       2.235727989625e-09       3.825970249795e-07      -1.593184916640e-08 
 1806       3.574958277282e+02       6.737221721399e+00       0.000000000000e+00      -6.700782907324e+00       2.233033818694e-09       3.851184430315e-07      -1.732378390593e-08 
 1807       3.561991459921e+02       6.765011217234e+00       0.000000000000e+00      -6.455119369666e+00       2.230343755325e-09       3.876524231463e-07      -1.870912598069e-08 
 1808       3.548908489457e+02       6.794341659389e+00       0.000000000000e+00      -6.213943088018e+00       2.227657794141e-09       3.901989085965e-07      -2.008775122702e-08 
 1809       3.535713291466e+02       6.825184285649e+00       0.000000000000e+00      -5.977320208716e+00       2.224975929172e-09       3.927578420905e-07      -2.145953485844e-08 
 1810       3.522409809907e+02       6.857510190016e+00       0.000000000000e+00      -5.745317117163e+00       2.222298153847e-09       3.953291657714e-07      -2.282435146416e-08 
 1811       3.509002007157e+02       6.891290322505e+00       0.000000000000e+00      -5.518000438132e+00       2.219624460994e-09       3.979128212150e-07      -2.418207500750e-08 
 1812       3.495493864028e+02       6.926495488938e+00       0.000000000000e+00      -5.295437036067e+00       2.216954842836e-09       4.005087494279e-07      -2.553257882445e-08 
 1813       3.481889379801e+02       6.963096350737e+00       0.000000000000e+00      -5.077694015392e+00       2.214289290986e-09       4.031168908462e-07      -2.687573562211e-08 
 1814       3.468192572247e+02       7.001063424717e+00       0.000000000000e+00      -4.864838720816e+00       2.211627796445e-09       4.057371853334e-07      -2.821141747718e-08 
 1815       3.454407477652e+02       7.040367082881e+00       0.000000000000e+00      -4.656938737632e+00       2.208970349596e-09       4.083695721791e-07      -2.953949583445e-08 
 1816       3.440538150848e+02       7.080977552214e+00       0.000000000000e+00      -4.454061892029e+00       2.206316940202e-09       4.110139900970e-07      -3.085984150529e-08 
 1817       3.426588665232e+02       7.122864914476e+00       0.000000000000e+00      -4.256276251390e+00       2.203667557405e-09       4.136703772232e-07      -3.217232466610e-08 
 1818       3.412563112799e+02       7.165999105997e+00       0.000000000000e+00      -4.063650124601e+00       2.201022189717e-09       4.163386711147e-07      -3.347681485682e-08 
 1819       3.398465604160e+02       7.210349917469e+00       0.000000000000e+00      -3.876252062356e+00       2.198380825019e-09       4.190188087475e-07      -3.477318097937e-08 
 1820       3.384300268577e+02       7.255886993741e+00       0.000000000000e+00      -3.694150857457e+00       2.195743450557e-09       4.217107265149e-07      -3.606129129617e-08 
 1821       3.370071253978e+02       7.302579833615e+00       0.000000000000e+00      -3.517415545123e+00       2.193110052942e-09       4.244143602259e-07      -3.734101342855e-08 
 1822       3.355782726994e+02       7.350397789634e+00       0.000000000000e+00      -3.346115403294e+00       2.190480618137e-09       4.271296451035e-07      -3.861221435528e-08 
 1823       3.341438872975e+02       7.399310067884e+00       0.000000000000e+00      -3.180319952933e+00       2.187855131466e-09       4.298565157827e-07      -3.987476041102e-08 
 1824       3.327043896022e+02       7.449285727778e+00       0.000000000000e+00      -3.020098958335e+00       2.185233577597e-09       4.325949063090e-07      -4.112851728478e-08 
 1825       3.312602019012e+02       7.500293681861e+00       0.000000000000e+00      -2.865522427426e+00       2.182615940550e-09       4.353447501369e-07      -4.237335001836e-08 
 1826       3.298117483622e+02       7.552302695593e+00       0.000000000000e+00      -2.716660612074e+00       2.180002203685e-09       4.381059801276e-07      -4.360912300490e-08 
 1827       3.283594550354e+02       7.605281387150e+00       0.000000000000e+00      -2.573584008389e+00       2.177392349703e-09       4.408785285478e-07      -4.483569998724e-08 
 1828       3.269037498565e+02       7.659198227218e+00       0.000000000000e+00      -2.436363357028e+00       2.174786360639e-09       4.436623270677e-07      -4.605294405645e-08 
 1829       3.254450626488e+02       7.714021538780e+00       0.000000000000e+00      -2.305069643504e+00       2.172184217862e-09       4.464573067594e-07      -4.726071765027e-08 
 1830       3.239838251261e+02       7.769719496918e+00       0.000000000000e+00      -2.179774098483e+00       2.169585902066e-09       4.492633980951e-07      -4.845888255157e-08 
 1831       3.225204559111e+02       7.826260030067e+00       0.000000000000e+00      -2.060531817145e+00       2.166991397116e-09       4.520804859367e-07      -4.964730460039e-08 
 1832       3.210553154546e+02       7.883610523344e+00       0.000000000000e+00      -1.947332473487e+00       2.164400701635e-09       4.549082739185e-07      -5.082586789495e-08 
 1833       3.195887507611e+02       7.941738112439e+00       0.000000000000e+00      -1.840149212717e+00       2.161813817591e-09       4.577464184361e-07      -5.199446075776e-08 
 1834       3.181211103423e+02       8.000609781726e+00       0.000000000000e+00      -1.738954996170e+00       2.159230746469e-09       4.605945735012e-07      -5.315297103635e-08 
 1835       3.166527442191e+02       8.060192364050e+00       0.000000000000e+00      -1.643722601025e+00       2.156651489265e-09       4.634523907349e-07      -5.430128610232e-08 
 1836       3.151840039236e+02       8.120452540520e+00       0.000000000000e+00      -1.554424620026e+00       2.154076046486e-09       4.663195193612e-07      -5.543929285018e-08 
 1837       3.137152425013e+02       8.181356840299e+00       0.000000000000e+00      -1.471033461196e+00       2.151504418146e-09       4.691956062003e-07      -5.656687769642e-08 
 1838       3.122468145129e+02       8.242871640396e+00       0.000000000000e+00      -1.393521347560e+00       2.148936603761e-09       4.720802956623e-07      -5.768392657838e-08 
 1839       3.107790760366e+02       8.304963165450e+00       0.000000000000e+00      -1.321860316862e+00       2.146372602349e-09       4.749732297400e-07      -5.879032495325e-08 
